Feature ID,Pre1 - Normalized means,Pre2 - Normalized means,Pre3 - Normalized means,Flight1 - Normalized means,Flight2 - Normalized means,Flight3 - Normalized means,Flight4 - Normalized means,Post1 - Normalized means,Post2 - Normalized means,Post3 - Normalized means,Post4 - Normalized means
Group,PreMission,PreMission,PreMission,Flight,Flight,Flight,Flight,PostMission,PostMission,PostMission,PostMission
