"study","tissue","signature","tau"
"OSD-811","mixed_cell","A total RNA-Seq screen reveals that the splicing inhibitor Isoginkgetin blocks transcription elongation GSE86857_26",7.65316878382614
"OSD-811","mixed_cell","A total RNA-Seq screen reveals that the splicing inhibitor Isoginkgetin blocks transcription elongation GSE86857_27",7.643286574968
"OSD-811","mixed_cell","A total RNA-Seq screen reveals that the splicing inhibitor Isoginkgetin blocks transcription elongation GSE86857_28",7.65316878382614
"OSD-811","mixed_cell","A total RNA-Seq screen reveals that the splicing inhibitor Isoginkgetin blocks transcription elongation GSE86857_29",-76.2067003189312
"OSD-811","mixed_cell","Development of a selective CDK9 degrader from a multi-targeted CDK inhibitor [RNA-seq] GSE89385_1",7.65316878382614
"OSD-811","mixed_cell","Development of a selective CDK9 degrader from a multi-targeted CDK inhibitor [RNA-seq] GSE89385_2",7.643286574968
"OSD-811","mixed_cell","Development of a selective CDK9 degrader from a multi-targeted CDK inhibitor [RNA-seq] GSE89385_3",7.65316878382614
"OSD-811","mixed_cell","Rare cell variability and drug-induced reprogramming as a mode of cancer drug resistance [RNA-seq] GSE97679_1",7.65316878382614
"OSD-811","mixed_cell","Rare cell variability and drug-induced reprogramming as a mode of cancer drug resistance [RNA-seq] GSE97679_2",7.643286574968
"OSD-811","mixed_cell","Rare cell variability and drug-induced reprogramming as a mode of cancer drug resistance [RNA-seq] GSE97679_3",7.643286574968
"OSD-811","mixed_cell","Rare cell variability and drug-induced reprogramming as a mode of cancer drug resistance [RNA-seq] GSE97679_4",7.66305099268428
"OSD-811","mixed_cell","Rare cell variability and drug-induced reprogramming as a mode of cancer drug resistance [RNA-seq] GSE97679_5",7.65316878382614
"OSD-811","mixed_cell","Rare cell variability and drug-induced reprogramming as a mode of cancer drug resistance [RNA-seq] GSE97679_6",7.643286574968
"OSD-811","mixed_cell","Identify the master regulator of ILT3.Fc induced perturbation in Jurkat cells GSE106147_1",7.66305099268428
"OSD-811","mixed_cell","Variation of human neural stem cells generating organizer states in vitro before committing to cortical excitatory or inhibitory neuronal fates [human RNAseq #1] GSE144156_1",7.66305099268428
"OSD-811","mixed_cell","RNA sequencing of human marcrophages treated with lipopolysaccharide (LPS) for 8 hours, with or without BCAT1 inhibitor (ERG240) GSE148701_1",7.643286574968
"OSD-811","mixed_cell","Transcriptional Modulation of Human Endogenous Retroviruses in Primary CD4+ T Cells Following Vorinostat Treatment GSE102187_1",7.65316878382614
"OSD-811","mixed_cell","Integration of metabolomics and transcriptomic expression profiling discloses pivotal role of arachidonic acid metabolism pathway in response to acute hypoxia exposure GSE103940_1",7.66305099268428
"OSD-811","mixed_cell","Epigenomes and Transcriptomes of human macrophages after ex vivo exposure to mevalonate GSE104227_1",7.643286574968
"OSD-811","mixed_cell","A Brain Penetrant Mutant IDH1 Inhibitor Provides In Vivo Survival Benefit GSE105447_1",7.65316878382614
"OSD-811","mixed_cell","Expression levels of genes of NKG2C+ NK cells after in vitro treatment GSE109823_1",-14.8451337664583
"OSD-811","mixed_cell","Next Generation Sequencing Facilitates Quantitative Analysis of transcriptomes of human cord blood CD34+ cells treated with HDAC5 inhibitor GSE110736_1",7.643286574968
"OSD-811","mixed_cell","RNA-seq of PC3 prostate cancer cell line xenografts in mice administered the ghrelin receptor antagonist [D-Lys3]-GHRP-6 or PBS for two weeks GSE113799_1",7.643286574968
"OSD-811","mixed_cell","RNA-seq of HBV-infected Primary Human Hepatocytes treatment by Tazarotene GSE114003_1",7.643286574968
"OSD-811","mixed_cell","RNA sequencing of COH29 treatment in C4-2 cells GSE117921_1",7.643286574968
"OSD-811","mixed_cell","Gene expression profiling U87 cells knocking down Glud1 under low glucose treatment GSE121580_1",-6.79976705712313
"OSD-811","mixed_cell","Loss of the FAT1 tumor suppressor promotes resistance to CDK4/6 inhibitors via the Hippo pathway GSE122088_1",7.65316878382614
"OSD-811","mixed_cell","The study of the role of POU3F2 in response to UVB treatment GSE124761_1",100
"OSD-811","mixed_cell","A novel CRISPR-engineered prostate cancer cell line defines the AR-V transcriptome and identifies PARP inhibitor sensitivities. GSE126306_1",7.65316878382614
"OSD-811","mixed_cell","Integrated high-throughput screen to identify novel treatment leads for pediatric acute myeloid leukemia (AML) GSE126489_1",7.65316878382614
"OSD-811","mixed_cell","Variable gene expression and parasite load predict treatment outcome in cutaneous leishmaniasis GSE127831_1",7.643286574968
"OSD-811","mixed_cell","Subcellular pathways shared by afflicted patients and mutant mice identify a new drug treatment for aortic aneurysm in Marfan syndrome GSE128101_1",7.643286574968
"OSD-811","mixed_cell","IL-11 neutralising therapies for the treatment of nonalcoholic steatohepatitis GSE128940_1",8.56828241533801
"OSD-811","mixed_cell","Transcriptome Analysis Reveals Distinct Responses to Physiologic versus Toxic Manganese Exposure in Human Neuroblastoma Cells GSE129336_1",7.643286574968
"OSD-811","mixed_cell","Expression profiling of IL-13 stimulated PBMCs with and without an IL-13R antagonist GSE79027_1",7.65316878382614
"OSD-811","mixed_cell","Patient-derived xenograft models of non-small cell lung cancer for evaluating targeted drug sensitivity and resistance GSE130160_1",7.66305099268428
"OSD-811","mixed_cell","Expression profiling of IL-13 stimulated PBMCs with and without an IL-13R antagonist GSE79027_2",7.65316878382614
"OSD-811","mixed_cell","Gene expression profile in Caco-2 cells upon co-treatment with lovastatin and selective AHR ligands GSE130234_1",7.643286574968
"OSD-811","mixed_cell","RNA sequencing in human GBM stem cells with Myc knockdown and PARP inhibitor treatment GSE131218_1",7.65316878382614
"OSD-811","mixed_cell","Dynamic induction of drug resistance through a stress-responsive enhancer in acute myeloid leukemia [RNA-seq] GSE131823_1",7.66305099268428
"OSD-811","mixed_cell","Evolving Spindlin1 Small Molecule Inhibitors Using Protein Microarrays GSE92547_1",7.65316878382614
"OSD-811","mixed_cell","Evolving Spindlin1 Small Molecule Inhibitors Using Protein Microarrays GSE92547_2",7.66305099268428
"OSD-811","mixed_cell","Treatment of melanoma cell lines with CCG-222740 GSE134320_1",7.65316878382614
"OSD-811","mixed_cell","Human induced pluripotent stem cell-derived vocal fold mucosa mimics development and responses to smoke exposure GSE135548_1",7.65316878382614
"OSD-811","mixed_cell","Long-term Y-27632 treatment promotes senescence of primary human dermal fibroblasts by increasing IGFBP-5 GSE135934_1",7.643286574968
"OSD-811","mixed_cell","Rescuing over-activated microglia by acetaminophen treatment restores cognitive performance in the Dp(16) mouse model of Down syndrome. GSE137939_1",7.66305099268428
"OSD-811","mixed_cell","Drug-induced mitochondrial oxidative stress is responsible for various effects of the survivin inhibitor Sepantronium Bromide (YM155) in triple negative breast cancer cells GSE139364_1",7.65316878382614
"OSD-811","mixed_cell","Comprehensive transcriptome analysis of human myofibroblasts with/without the JQ-1 treatment [mRNA] GSE140476_1",7.66305099268428
"OSD-811","mixed_cell","The BET inhibitor CPI203 promotes ex-vivo expansion of long-term repopulating human hematopoietic stem cells and megakaryocyte GSE140813_1",7.65316878382614
"OSD-811","mixed_cell","High-dose Ascorbic acid synergizes with anti-PD1 in a Lymphoma mouse model GSE141444_1",7.65316878382614
"OSD-811","mixed_cell","Sequencing of mRNA in AML cells upon ALKBH5 knockdown and actinomycin D treatment for different time GSE144959_1",7.65316878382614
"OSD-811","mixed_cell","Mechanistic basis and efficacy of targeting Beta Catenin-TCF7L2-JMJD6-MYC Axis to overcome resistance to BET inhibitors [no drug] GSE145275_1",-36.1126765429178
"OSD-811","mixed_cell","IGF2BP1 is a druggable, post-transcriptional super-enhancer of E2F-driven gene expression hallmark in cancer [IGF2BP1 KD in A549 (polyA RNA)] GSE146547_1",7.65316878382614
"OSD-811","mixed_cell","IGF2BP1 is a druggable, post-transcriptional super-enhancer of E2F-driven gene expression hallmark in cancer [IGF2BP1 KD in HepG2 (polyA RNA)] GSE146802_1",7.65316878382614
"OSD-811","mixed_cell","IGF2BP1 is a druggable, post-transcriptional super-enhancer of E2F-driven gene expression hallmark in cancer [IGF2BP1 KD in MV3 (total RNA)] GSE146803_1",7.65316878382614
"OSD-811","mixed_cell","Gene expression profiling of human DLD-1 cells after block of CRM1 receptor with Leptomycin B inhibitor. GSE148560_1",7.66305099268428
"OSD-811","mixed_cell","RNA sequencing of pre-treatment primary cervical cancer GSE151666_1",7.66305099268428
"OSD-811","mixed_cell","Activation of the myeloid checkpoint inhibitor LILRB3 (ILT5) elicits profound immununomodulation GSE151675_1",7.65316878382614
"OSD-811","mixed_cell","Transcriptome analysis identifies Doublesex and Mab-3 Related Transcription Factor (DMRT3) in nasal polyp epithelial cells of patients suffering from Nonsteroidal anti-inflammatory drugs-  Exacerbated Respiratory Disease (N-ERD) GSE158277_1",7.65316878382614
"OSD-811","mixed_cell","Inhibitory effect of a human microRNA, miR-6133-5p, on the fibrotic activity of hepatic stellate cells in culture GSE158478_1",7.643286574968
"OSD-811","mixed_cell","Abraxane, the Nanoparticle Formulation of Paclitaxel can Induce Drug Resistance by Up-regulation of P-gp GSE56742_1",7.66305099268428
"OSD-811","mixed_cell","Treatment of multiple myeloma cells with EZH2 small molecule inhibitor GSE57478_1",7.643286574968
"OSD-811","mixed_cell","Illumina RNA-seq of Human rhabdomyosarcoma Rh36 cell mouse xenograft tumors: effect of RITA, GANT61 and RITA/GANT61 combination treatments on xenograft tumor growth GSE161235_1",7.65316878382614
"OSD-811","mixed_cell","Illumina RNA-seq of Human rhabdomyosarcoma Rh36 cell mouse xenograft tumors: effect of RITA, GANT61 and RITA/GANT61 combination treatments on xenograft tumor growth GSE161235_2",7.65316878382614
"OSD-811","mixed_cell","Altering cancer transcriptomes using epigenomic inhibitors [RNA-Seq] GSE63776_1",7.66305099268428
"OSD-811","mixed_cell","Illumina RNA-seq of Human rhabdomyosarcoma Rh36 cell mouse xenograft tumors: effect of RITA, GANT61 and RITA/GANT61 combination treatments on xenograft tumor growth GSE161235_3",7.65316878382614
"OSD-811","mixed_cell","RNAi profiling of primary human AML cells identifies ROCK1 as a therapeutic target and nominates Fasudil as an anti-leukemic drug. GSE68925_1",7.65316878382614
"OSD-811","mixed_cell","Expression changes in Melanomas pre MAPKi treatment vs. on MAPKi treatment GSE75313_1",-100
"OSD-811","mixed_cell","A novel compound that blocks HIV-1 replication inhibits the splicing regulatory function of SRSF10 GSE76947_1",7.65316878382614
"OSD-811","mixed_cell","24hr CA treatment vs. DMSO in HCT116 cells (from 'Identification of CDK8 and CDK19 substrates in human cells using cortistatin A and quantitative phosphoproteomics') GSE78506_1",7.66305099268428
"OSD-811","mixed_cell","Effects of Belinostat and Dexamethasone treatment of A549 gene expression GSE96649_1",94.5610570095734
"OSD-811","mixed_cell","Merkel cell polyomavirus small T antigen promotes pro-glycolytic metabolic perturbations required for transformation GSE79968_1",7.643286574968
"OSD-811","mixed_cell","Effects of Belinostat and Dexamethasone treatment of A549 gene expression GSE96649_2",7.65316878382614
"OSD-811","mixed_cell","Effects of Belinostat and Dexamethasone treatment of A549 gene expression GSE96649_3",38.722185961127
"OSD-811","mixed_cell","RNAseq transcriptomic profile of glioblastoma stem-like cells derived from U87MG cell line treated with a selective A3 adenosine receptor antagonist (MRS1220) under hypoxia GSE100146_1",7.65316878382614
"OSD-811","mixed_cell","Gene expression profiling of drug-tolerant persister BT474 breast cancer cells derived from lapatinib treatment GSE84896_1",7.643286574968
"OSD-811","mixed_cell","Genome-wide profiling of differentially spliced mRNA resulting from prenatal alcohol exposure in human cerebral cortex GSE86006_1",7.66305099268428
"OSD-811","mixed_cell","Transcriptome of EMT induced MCF10A cells by TGFb treatment or SNAIL S6A expression. GSE89152_1",7.65316878382614
"OSD-811","mixed_cell","Transcriptome profiling of HepG2 cells upon treatment of the menin-MLL inhibitor MI-503 or DMSO GSE103327_1",7.66305099268428
"OSD-811","mixed_cell","H3K27Ac in MCF7 Y537S ER mutant cells and RNAseq with and without treatment with THZ1 GSE106552_1",7.65316878382614
"OSD-811","mixed_cell","Genome-wide transcriptional profiles for the GSK3α selective inhibitor BRD0507 and for the GSK3α/β dual inhibitor BRD0320 GSE109985_1",7.65316878382614
"OSD-811","mixed_cell","Genome-wide transcriptional profile for the GSK3β selective inhibitor BRD3731 GSE109986_1",7.65316878382614
"OSD-811","mixed_cell","Transcriptomic-based functional characterization of adverse events following lymphatic filariasis treatment GSE110146_1",7.66305099268428
"OSD-811","mixed_cell","Transcriptional changes in the breast cancer cell line MCF7 rendered resistant to the cationic drug siramesine GSE130363_1",7.65316878382614
"OSD-811","mixed_cell","Identifying and overcoming a mechanism of resistance to Wee1 kinase inhibitor AZD1775 in high grade serous ovarian cancer cells (OVCAR8) GSE141990_1",7.65316878382614
"OSD-811","mixed_cell","Identification of Drugs Blocking SARS-CoV-2 Infection using Human Pluripotent Stem Cell-derived Colonic Organoids GSE148696_1",7.65316878382614
"OSD-811","mixed_cell","Identification of Lead Drug Candidates for COVID-19 based on Drug Screening Using Human Pluripotent Stem Cell-Derived Cells/Organoids GSE148697_1",7.65316878382614
"OSD-811","mixed_cell","Low-dose decitabine modulates T cell homeostasis and restores immune tolerance in immune thrombocytopenia GSE154703_1",7.66305099268428
"OSD-811","mixed_cell","CHK1 Inhibitor Blocks Phosphorylation of FAM122A and Promotes Replication Stress GSE158338_1",7.643286574968
"OSD-811","mixed_cell","Potent antitumor activity of Cabozantinib, a c-MET and VEGFR2 Inhibitor, in a Colorectal Cancer Patient-derived Tumor Explant Model GSE60939_1",7.65316878382614
"OSD-811","mixed_cell","Expression profiling of MCF-7 cells with 10nM treatment of TCDD GSE76608_1",7.66305099268428
"OSD-811","mixed_cell","miRNAs affected by antagomiR-17 treatment GSE76663_1",7.66305099268428
"OSD-811","mixed_cell","Safety and Efficacy of the JAK Inhibitor Tofacitinib Citrate for Alopecia Areata and Variants GSE80688_1",7.643286574968
"OSD-811","mixed_cell","RNA sequencing of human fibroblasts after SUPT4H1 siRNA treatment GSE83484_1",7.65316878382614
"OSD-811","mixed_cell","Effect daunorubicin treatment on the transcriptome of HCT116 cells [RNA-seq] GSE86190_1",33.4945906724643
"OSD-811","mixed_cell","RNA-seq in HT-29 colorectal cancer cells after F. nucleatum treatment GSE90944_1",-100
"OSD-811","mixed_cell","RNAseq study of synovial biopsies after triple DMARD treatment GSE97165_1",7.65316878382614
"OSD-811","mixed_cell","Acne flare-up in treatment process: investigating the difference of gene expression in peripheral blood GSE124389_1",7.66305099268428
