"gene","mean_lfc","z","padj","mean_log2fc","stouffer_z","combined_padj"
"AATBC",-0.239900826940968,-0.178965272591562,0.951323392320088,-0.986438661958313,-2.08391486757763,0.133789373289037
"AATF",-3.45518886339703e-05,0.604756267838635,0.805785272194701,-0.0258311468732635,0.0439017449044924,0.983376427752857
"AATK",0.00648245228873842,1.16401905442442,0.558621421347841,0.198988805542954,2.12527727504348,0.124461899817724
"ABAT",0.072488088967939,2.58881946847208,0.0828188535440828,0.0513303975942301,0.75414122427617,0.673348151188765
"ABCA1",-0.0947369131253215,-0.506327130857592,0.845437061525164,-0.249917460600628,-1.58545170685663,0.285307508665282
"ABCA10",0.33331980541353,2.13267106080343,0.181484946164796,0.184608880605969,1.05647881824442,0.524987463416502
"ABCA11P",0.33855414681145,1.10950440312533,0.583770928435637,0.0100639265245565,0.354355099344923,0.864032187510852
"ABCA12",-0.462682557282873,-0.412564946978621,0.879569840155049,-0.555860910008792,-0.441780181277274,0.826775462181779
"ABCA13",-0.0787509625031838,0.598077964498499,0.808014063447599,-0.362908132898142,-1.29309003240066,0.410381841098273
"ABCA17P",0.582690502089378,3.33479225987087,0.0153225359459495,-0.0333261590836907,1.98387904774834,0.158124932906712
"ABCA2",0.0460933547221509,2.37139594875314,0.123604607265268,0.206322117225313,3.92049515486527,0.0013188061844205
"ABCA3",0.0903233820237114,2.83998994720465,0.0496474405353184,0.235291232580653,2.91863425929858,0.0235249765823379
"ABCA4",-0.0500249664964015,1.30548780861407,0.493071039407125,-0.273709816079035,0.698816135103793,0.70006363394154
"ABCA5",0.148559706810325,3.41748412773009,0.0123101700003805,0.210023107324741,3.28610445430273,0.0091090674460164
"ABCA6",-0.0302729911389833,-0.499780360544194,0.847589405218216,-0.638116546739004,-3.29266950579864,0.00894052953434428
"ABCA7",0.0819282788749454,3.90044985021102,0.00307500845280479,0.280181849702358,5.44614378973017,3.02956504999908e-06
"ABCA8",-0.0985504101239535,-1.79597155228071,0.289355727705221,-0.176361331822812,-3.02514645803198,0.0181780928061789
"ABCA9",-0.415771220179529,-6.17870141727014,2.16232629238718e-07,-0.407317465023659,-4.76541077165924,5.95905637062893e-05
"ABCB1",0.582040128636011,3.85321759542167,0.00356473430276662,-1.03657126924395,-0.738673218598152,0.681547436043523
"ABCB10",0.0568188233122259,-0.611250298249473,0.803341224906742,0.174715032396908,3.42753743418511,0.0061434349755148
"ABCB11",0.452609957918905,1.54629694860938,0.388635971227905,0.497578964968299,1.2336538365374,0.438382488594698
"ABCB4",0.180546035142601,2.25162446945069,0.150869140102156,0.224330059933342,1.0231702594032,0.540751448683921
"ABCB5",-0.100303025881769,0.0495446566050753,0.987322265703201,-0.00305784644595395,0.205174148910108,0.927655883027134
"ABCB6",0.107654582535931,1.43036293409488,0.438932590399042,0.0384231851997643,0.46486636633734,0.815755907477842
"ABCB7",0.0775357210823907,0.750741213577537,0.744595595844802,0.188946144972768,3.94575693131618,0.00120068185582615
"ABCB8",-0.19156776985935,-6.14604877225778,2.54967437861148e-07,-0.26244576562361,-4.75533452233205,6.18268063623957e-05
"ABCB9",-0.0655366842541302,-0.683636473374655,0.773759572014487,0.0661550255592512,1.30785281015088,0.403651079769869
"ABCC1",-0.0433532947307223,-0.203471145640231,0.944801569539399,-0.16787114924745,-2.41292010756026,0.0726999566036523
"ABCC10",-0.0334504682610464,-0.334648224050614,0.90585600353311,-0.128979234857119,-1.74640453508213,0.227181382752065
"ABCC11",0.0384183146157942,0.489645034438772,0.851724994242977,0.0950493539910216,0.247946098768418,0.909518146017043
"ABCC12",0.348861049079708,2.02533015988183,0.213374208619797,0.597659210214727,1.30902697285279,0.40305015450319
"ABCC2",0.0469230649341068,-0.149172816772297,0.959943670177961,-0.0370698198425309,-0.83279991713684,0.634771852496547
"ABCC3",-0.209903380841411,-2.96985789238426,0.0370107085195478,-0.691157495831086,-4.31497199964791,0.000336872974096845
"ABCC4",-0.134991778550875,-1.76566731023883,0.30085099609798,-0.301070027942706,-2.46471928416181,0.0654851157947485
"ABCC5",-0.125576346278784,-3.98886108619631,0.00237514228988816,-0.166348705129646,-3.57961173194858,0.00394015169115304
"ABCC6",0.116005775294441,-0.277693777402292,0.922002567857299,0.279140071467717,0.645039122885469,0.726988209408129
"ABCC6P1",0.27551635092029,0.997823652066778,0.635050133990116,0.45533986516831,1.12904788719906,0.488299233108945
"ABCC6P2",0.165534889895839,0.845143085305433,0.704703360765414,0.581341681334616,1.65344926029676,0.259804019361284
"ABCC8",0.0461358388274175,0.984205139157471,0.642093174412681,-0.0964299091470355,-0.327059804529269,0.876315216566071
"ABCC9",0.222477502103128,3.73744139913168,0.00502711592683546,0.455602711098854,4.02072965533091,0.000936220101965587
"ABCD1",-0.0829038826150071,-1.38976496182021,0.456620756948086,-0.0983654763632263,0.512860032559294,0.791880128467463
"ABCD2",-0.104642263851649,-1.9481685942478,0.237596442660583,-0.273624062592075,-2.27701192945292,0.0947071636227198
"ABCD3",-0.0220904967822735,-2.62494770222576,0.0772765816162058,-0.0512775716823764,-1.44130348533808,0.343142020022729
"ABCD4",0.0180108360037325,0.243688357503395,0.931805647292349,0.0143324775571114,0.367372940875145,0.859121517984865
"ABCE1",0.0122082459901605,0.319852088267684,0.910403882195749,-0.00410654525426397,-0.0340077291158258,0.986586514543777
"ABCF1",-0.019244613503263,0.074887881424835,0.980767816843853,-0.0952546548871068,-0.556520618592357,0.770169763611515
"ABCF2",-0.0659036662431026,-1.04364102494645,0.614196661983207,-0.144038495323469,-1.82589645020491,0.201611292098753
"ABCF3",-0.0390979694753999,-0.990530547451712,0.639361783436276,-0.0515381618048205,-0.544017127199419,0.776353560520712
"ABCG1",0.0664221946105794,0.359553058871708,0.898263701675414,0.462034136221857,2.79974466091042,0.031009756388902
"ABCG2",0.0516765819274332,1.55842186967493,0.382778777336351,-0.14849540594656,0.352951797861209,0.864701664372643
"ABCG4",-0.0494224250858643,-1.29393256170565,0.498238054637462,0.068896779376592,-0.0773827746287667,0.972075475938804
"ABCG5",-0.0476397454388068,-0.911032792285499,0.674455507673061,-0.233789194524883,0.10943680592065,0.962373188133916
"ABCG8",-0.0911354701358151,-0.833589177078689,0.709758210873177,0.194732030211307,0.640368062972366,0.729430838437057
"ABHD1",-0.0124989810807851,-0.812953392095941,0.717934203919297,0.35679807885297,1.06932942879123,0.517710883983972
"ABHD10",0.0783286636662282,0.644433480241656,0.789372623600196,0.147686279228874,1.65141071146588,0.260543218915188
"ABHD11",-0.130197880420621,-4.26433543709234,0.00094184895215577,-0.189771829847149,-3.24689543211921,0.0101369474528408
"ABHD12",-0.0427829197859184,1.60474759356697,0.364449790375371,-0.0485975487625553,1.90930192818204,0.177858657779054
"ABHD12B",-0.000327855058485749,0.608654495420528,0.804251743934056,-0.0487766877906732,0.241097717348719,0.912628956183749
"ABHD13",-0.0339141674903,-1.63114135489036,0.354089839671167,-0.0554811644279856,-1.53988919633432,0.302973661813388
"ABHD14A",-0.0366678427415944,-0.523702046707268,0.838706292381863,0.0643171634166419,1.60792391306924,0.276786304225579
"ABHD14A-ACY1",0.0540715663765273,0.111998865993516,0.971051678482681,-0.063250519024897,-0.155627809535368,0.946181411391749
"ABHD14B",-0.0869830496672597,-0.626284566339237,0.797176769003375,0.0182236131708783,2.7802172486866,0.0323740817511062
"ABHD15",-0.12184163211554,-3.48141355078022,0.0103649776448603,-0.287449039154064,-5.51645486248929,2.21957284466095e-06
"ABHD16A",0.0307274698190232,-0.378079909150067,0.892051913401976,-0.0733834808244597,-0.825412232532693,0.638677989248052
"ABHD17A",-0.0259536230776672,0.24889984203172,0.930167585873854,0.104986493005613,2.18607955656769,0.112259911773831
"ABHD17B",0.0100975345991128,0.0188508886211015,0.995402525879746,-0.028808570255541,0.0251881505190157,0.990531710895735
"ABHD17C",-0.114007259145998,-3.79222899562048,0.00431289383960085,-0.168007440753665,-3.56697934794575,0.00408653925174881
"ABHD18",0.0932298867278108,0.576293979739342,0.816952288811649,0.271686614466488,3.95950330538034,0.00114583529671247
"ABHD2",0.00217068826697414,-0.332988788267166,0.906098983246898,-0.256330137532739,-4.54977958910067,0.000140206119317856
"ABHD3",-0.0583790411580695,-0.602958845864379,0.806416715333409,-0.0944656808959526,-0.816635663299359,0.643035907792621
"ABHD4",-0.139409997764659,-3.28282039663369,0.0175558632617622,-0.187660290052703,-3.64154821459892,0.00329063912334569
"ABHD5",-0.108954398021914,-4.33472050137157,0.000738190170250612,-0.238977473121543,-4.99664978291168,2.32595242599801e-05
"ABHD6",-0.0157311617179346,-1.65309566574841,0.344325365105444,-0.175837479337247,-2.32407791634718,0.0865974602698361
"ABHD8",-0.117411066654698,-2.25421257718453,0.150249457333495,-0.0274155764640858,-0.621093707446526,0.738573624784309
"ABI1",-0.0180281192097889,-1.45416503294619,0.429079740695605,-0.038865857039163,-1.6790237578984,0.250204302897909
"ABI2",0.0450480278008284,0.752252917605229,0.744028179486654,0.0792603277980738,0.669913250275554,0.714384669617038
"ABI3",-0.219802675843225,-3.63887762100345,0.00667733964165067,0.154311903254185,-0.611008270951863,0.743196365947001
"ABI3BP",-0.0654867065341908,-1.12292882973231,0.577743580337836,-0.0157716299378182,0.439002604794611,0.82771348260291
"ABITRAM",0.0522519180776793,2.69821241637519,0.0669187663106929,0.00513947409966404,0.592951868966806,0.752440986106949
"ABL1",-0.0250791961775315,-0.454583514714196,0.86456600295665,-0.0871699375736161,-1.98994712927061,0.156813039119365
"ABL2",-0.0468243827947659,-1.70487032647788,0.324135406927006,-0.184493411298143,-2.97081096564708,0.0208192796752219
"ABLIM1",0.0686626263577337,1.69195546358118,0.328978673816548,0.105901979623022,1.08945418933467,0.507403260533541
"ABLIM2",-0.119846023004896,-1.8621963610962,0.266013331239504,-0.22943579121472,-1.99660885287642,0.155293955147608
"ABLIM3",-0.0495987689455224,0.930357120471056,0.666077369066904,-0.175298230729856,-0.916138803523704,0.592548171355319
"ABO",0.0532841620630169,0.364342599927675,0.896693508424766,0.0760163919033528,0.644284355562874,0.727243297853681
"ABR",-0.0485241733516179,-1.84066289588471,0.273392230654117,-0.032965459999063,-1.57049202204512,0.291036671730137
"ABRA",-0.113930563706203,-1.76618160476027,0.300652902448867,0.331246054292796,0.449930745216338,0.823242748130095
"ABRACL",-0.128684319770069,-2.14418825486196,0.178257409543114,-0.162578216364844,-1.57578998468202,0.288994275592666
"ABRAXAS1",0.0793986067706979,1.37862713885654,0.461243929833858,0.140770219778283,2.28781311373576,0.092769333721392
"ABRAXAS2",-0.0228512423183289,-1.74816135375919,0.307220333733182,-0.0442565888206407,-1.14363136460927,0.481492086531645
"ABT1",-0.0371720336521388,-1.4130901966652,0.446211050718181,0.0103741372543972,0.114434447549044,0.960650654498156
"ABTB1",-0.0985412101532608,-1.07365827434787,0.601095756396463,-0.0807910094254755,-0.978132845105908,0.562739532856975
"ABTB2",-0.0845113593098835,-1.55259471261981,0.385447331828189,-0.162611873973263,-1.71367944804693,0.237869694981576
"ACAA1",-0.10142074539103,-1.51195345143287,0.403558818798276,-0.0730413751299452,-1.62353233971977,0.271100932742325
"ACAA2",-0.113160860100301,-5.93526017351856,7.86473242331365e-07,-0.0617885543964682,-1.81498165487223,0.204540445274127
"ACAA2P1",0.606672734127361,1.21677212920445,0.53474792357885,-0.664991470070967,-1.19188240467447,0.458206078831888
"ACACA",-0.0730281359732977,-1.02936491580454,0.620709817288916,-0.00752026509387777,1.0971181512769,0.503745851518574
"ACACB",0.00762445822146967,0.026677005911947,0.99302468324925,0.18137703989279,2.34819973875437,0.082665111075485
"ACAD10",-0.0247522874475968,-0.59855595558311,0.807880557895579,0.0601909194703993,1.10847150810853,0.498271974518737
"ACAD11",0.0716273106336492,0.0175345354152409,0.99594211053379,0.138230193410251,1.15353820035734,0.476354237414333
"ACAD8",0.0702508707143089,1.71842780370673,0.318494423721098,0.157749000547848,3.48345459180857,0.0052211331948624
"ACAD9",-0.0766769239957838,-3.39941121568437,0.0129169249916513,-0.109609702599394,-2.36847251963936,0.0795727043200684
"ACAD9-DT",-0.124726502760113,-0.77789046856006,0.733058043460501,-0.106007037725171,-0.231290526063697,0.916830923261507
"ACADL",0.0964241316150136,0.298302804970572,0.915573845062897,0.246117898176966,1.63244978235286,0.267500799383888
"ACADM",0.129854220396874,2.15291375288665,0.176073241357544,0.189648155792841,3.25549095506458,0.00991203980091574
"ACADS",0.0557976878478971,-0.571622905648095,0.819139250861461,0.248066129839678,3.82935645135933,0.00178693158171819
"ACADSB",0.1076727596312,2.92833639903969,0.0408683257914754,0.266995635480043,5.27484571898018,6.75527959357512e-06
"ACADVL",-0.106609633181799,-3.7940683992934,0.00429958352171836,-0.0690827884665174,-1.33312329290192,0.391748090686989
"ACAN",-0.659089492055208,-5.06557912712342,4.24153757735571e-05,-0.554856913424565,-3.33687773540335,0.00788345085813793
"ACAP1",-0.0738444129030264,-0.665822871998516,0.781581824403971,0.13272323716276,1.63963384729515,0.264472424006265
"ACAP2",-0.0117417168414121,1.50843141458183,0.405032365870445,-0.0701697788478634,0.332077058277428,0.873919051681263
"ACAP3",-0.0137373078324975,1.51109761879242,0.40393223855303,0.0125717605226836,1.3194418545925,0.398041223942311
"ACAT1",0.0576945833647046,0.0049229260354619,0.998825347122865,0.10087319445748,1.1892065648563,0.459421136707315
"ACAT2",0.0519967243252852,3.04725050792501,0.0309757692051309,0.190988037888235,4.64080097267422,9.79514778226233e-05
"ACBD3",0.0241577328043037,-0.346102897990846,0.902180975262634,0.0118846330560121,-0.357284093269306,0.862938927856483
"ACBD4",-0.0200987088851385,-0.876774925271001,0.690425066320242,0.0247089381483516,-0.141887393868656,0.951459152392826
"ACBD5",0.0489717446987467,1.08614896743619,0.595478991050246,0.0778012897661398,1.59059798379784,0.283580225642166
"ACBD7",0.389499642290644,1.57117219537393,0.377665564216875,0.367654573692873,0.755908953269592,0.672467270658669
"ACCS",-0.112012028354029,-0.850614532659663,0.702742448454982,-0.21732663886785,-1.67413528982971,0.251908111384524
"ACD",-0.0272081826642603,0.249338609212314,0.930167585873854,0.035129046940319,1.03169630882574,0.536380529968791
"ACE",-0.11124852905503,-0.0826263009902801,0.979321100357479,-0.177316873825406,0.100510395904678,0.964775747499452
"ACE2",-0.0136609391678362,-0.110590203258795,0.971469846019211,-1.1160322415215,-1.66961185878678,0.253529935033372
"ACER1",-0.625127559272191,-0.48439112662115,0.853437081679477,0.0190556193789381,0.421436959132037,0.835716464725145
"ACER2",-0.0709712555511332,-1.06975377122671,0.602888213510792,-0.0601309939727127,-0.108648150935542,0.962467428639424
"ACER3",-0.00069661680910583,-0.482715769970267,0.854092370785629,0.0257761888380683,0.316705845348564,0.880627113870793
"ACHE",-0.0979498823915783,-0.309335321094017,0.912803553062682,-0.434906706905311,-3.39765046907246,0.00670584452973512
"ACIN1",0.00625702596007231,0.582075001607383,0.814620889069815,-0.0151051015652509,0.00857979974504464,0.996474385217022
"ACKR1",-0.621257652095739,-2.04659595676771,0.20655894307886,-1.28750516651104,-3.3911823924763,0.00683756042365292
"ACKR2",-0.0984104022847531,-2.07809648280376,0.19731533802492,0.0380205103665698,-0.340307360883723,0.870519267555125
"ACKR3",-0.215954969169209,-2.37438756639911,0.122900049417696,-0.253132209935412,-1.53096204289168,0.306542488891311
"ACKR4",-0.063575868455328,0.177736042662204,0.951629619390121,0.242810011675692,1.26709559625187,0.422611132325364
"ACLY",-0.140489594168688,-1.85065523737784,0.269887257771702,-0.158267559215847,-2.48523123674131,0.0625753742749658
"ACMSD",-0.133079432078072,-1.22983328880142,0.529210675745919,1.25058080755352,2.07366249617836,0.13635157017074
"ACO1",-0.0421266940068608,-0.818180872809275,0.716124498198294,-0.0391684454206177,-0.108254943011924,0.962574407471884
"ACO2",0.0227098625160515,-0.694814019419033,0.769247927060495,-0.0168474619318,-0.0881015725931416,0.967883247414214
"ACOT1",0.0165831339305747,-0.824814949882063,0.713439312209501,0.248829252955061,2.45326028538764,0.0671712474550763
"ACOT11",-0.0893519000036183,-1.65200441492041,0.344846250217486,-0.0623308713635795,-0.841946730170692,0.63056974273142
"ACOT12",0.203764762869565,2.64292267413778,0.074725187862574,0.14578843577622,0.166880005641652,0.942165627092548
"ACOT13",0.0265783628518941,-1.70099053667824,0.325319075281087,0.167400679886688,3.91166821678117,0.0013584204076253
"ACOT2",0.0972299865077253,-0.0647111388715243,0.983831824104463,0.127394881662049,1.50895823281763,0.315784607389273
"ACOT4",0.0832138007995926,1.34001655280803,0.47819611516094,0.0698634523396206,1.01515226742096,0.544401168217207
"ACOT6",0.0988130776303972,-0.0608615719001726,0.984688581816087,-0.442994252325635,-0.291832590520653,0.891430216059389
"ACOT7",-0.22140713591365,-5.55964952393782,4.68756702924428e-06,-0.424522024882792,-6.48964235466331,1.34450739893803e-08
"ACOT8",-0.0285935605195173,-0.979300514921115,0.64372697032116,-0.015705615781733,-0.200818532164038,0.928510300643157
"ACOT9",0.033111457816137,1.22027183916367,0.533527776573103,0.0618004493818625,1.68567444819635,0.247990001078539
"ACOX1",0.00289866514173998,-0.0371893788138318,0.990456083390736,0.047721203643067,1.58334119326595,0.286112449188777
"ACOX2",-0.147651006654207,-1.77041417333636,0.298797832466586,-0.162105142679913,-3.02131455494845,0.0183425861423173
"ACOX3",-0.0364047079040835,-1.08897363547058,0.593986721887293,-0.0107808498364967,0.104364487688743,0.963560241512463
"ACOXL",0.0879764424801198,0.878273365724723,0.689852392737495,-0.991548762662481,-1.21095007509137,0.449278258474143
"ACOXL-AS1",0.0969163839603726,0.621902577381181,0.798879966509763,0.496647299046925,1.43118179309348,0.347675971171412
"ACP1",0.0622380106965027,3.7488973047594,0.00485852256124494,0.105972196034737,3.95962438316624,0.00114583529671247
"ACP2",-0.148504592805359,-0.306121841920608,0.913407523105972,-0.339961764120082,-2.70064415845148,0.0388368588601901
"ACP3",-0.305286168483547,-3.65222250177166,0.00642536859281933,-0.521262401678469,-5.21484203565351,8.82576580803679e-06
"ACP5",-0.291287786453364,-2.61020190308339,0.0794698064631544,-0.308924332521771,-2.1506663933819,0.119021484489105
"ACP6",0.12471767831962,3.57343410197825,0.00801331407012578,0.306783051625515,6.22662881778846,5.78756804799438e-08
"ACP7",0.0710194972446725,1.60596928142432,0.363992108452082,-0.0773825376237325,1.32382054751852,0.39586202016828
"ACR",0.266773701046158,2.12970719321252,0.182279953994447,0.0660957043943916,-0.0368080956243263,0.985733717730044
"ACRBP",-0.077793034450722,-0.640653050625121,0.79101209554181,0.0872189499964707,-0.50153921289809,0.796700452200098
"ACRP1",-0.202177554689455,-0.197792846805228,0.94594684013026,0.531222327510281,0.337023797913734,0.871935343340482
"ACRV1",-0.403826953240236,-0.569368676216081,0.820373548802645,0.405566308322285,0.531755098553749,0.782685682300962
"ACSBG1",-0.349303990170554,-1.55280938601489,0.385375185270936,-0.235301722119339,-1.41312820785564,0.356047872805119
"ACSBG2",0.0260408127666764,0.162945947262655,0.955589990228439,-0.293397114423592,-0.164996490516515,0.942716472385677
"ACSF2",0.125191081970475,3.9753130743183,0.00247486845811919,0.190917382767773,4.10908105844548,0.000692540857733986
"ACSF3",-0.0245822918386195,-1.30388196627805,0.493759484491686,-0.0231591954839635,-0.316923655153667,0.880513217399972
"ACSL1",0.0129074041016125,-1.44885554098358,0.43134244942388,-0.01774572476381,-0.438349664191115,0.82785734656704
"ACSL3",0.0215742149367076,0.944023072173733,0.659360970017132,0.0157629060240844,0.405793800878188,0.841571701647844
"ACSL4",0.0178937106181245,0.466871117812147,0.859803349370969,-0.0575979059656992,-0.442707604541889,0.826389240100663
"ACSL5",-0.225281961280061,-3.14145494381613,0.0247796856958125,-0.142517331829277,-1.91798025797896,0.175418962008289
"ACSL6",0.123984440930921,2.21942203494325,0.158767897507027,0.653094426862991,1.99297192311741,0.156185891373075
"ACSM1",0.445007395664764,-0.0155539979111617,0.996252468069881,0.984781867212511,2.04058728302925,0.144355118141159
"ACSM3",0.272277745451613,3.0665004484946,0.0295317660856828,0.690920254236153,3.59280352549492,0.00379703078779856
"ACSM5",-0.12566500580617,-2.145524540917,0.177946257645234,0.258430631109523,-0.492721759642601,0.80150260205369
"ACSM6",-0.110661937557279,-0.20367703224973,0.944734970540363,-0.0924635962455992,0.0880407755873055,0.967883247414214
"ACSS1",-0.324731197613118,-4.7248082344984,0.000175747712055208,-0.264869468635496,-1.29229118385743,0.410735262900046
"ACSS2",0.0117702919939903,0.548993845189833,0.828106849454556,0.249675975416021,4.45741413054697,0.000200107117642795
"ACSS3",-0.113025830543849,-0.972274495095242,0.646191880515781,0.187393323457558,0.54901074975403,0.773806246273811
"ACTA1",-0.411242462774633,-2.83202422298087,0.0505142163840425,0.011340434695287,-0.566282944458095,0.765395540558464
"ACTA2",-0.139373887282065,-2.10382224177854,0.189712924525144,-0.125482865179729,-2.82546681483443,0.0292520323247274
"ACTA2-AS1",-0.259524947070937,-0.785421118606761,0.729481458129467,-0.198649065314018,0.00551611882113079,0.997476221877856
"ACTB",-0.297966085993221,-6.782395112554,6.33723609965106e-09,-0.518299574008266,-8.14627380238689,3.62549274347512e-13
"ACTBL2",-1.45437113107783,-1.88938832406841,0.256728273761256,-0.853790123754885,-0.965291429517197,0.568715300976652
"ACTC1",-0.126066202853662,-1.54061246418877,0.391178074370998,-0.069405461013006,-1.90449472052363,0.179081914182832
"ACTG1",-0.178921381334666,-3.93651347843501,0.0027634275696449,-0.334631949584697,-4.77320682570674,5.82081910307662e-05
"ACTG1P14",-0.617489103436911,-1.96141300340034,0.23316807239978,-0.230342731536418,-0.546900424082369,0.774935781878498
"ACTG1P17",0.199080348568938,0.341558874742638,0.903862549596326,0.0704840657829583,1.4205825442505,0.352660584320354
"ACTG1P24",-0.125721459010397,-0.352079347083426,0.900342248478972,-0.673257381104979,-0.86078622992658,0.621001154252236
"ACTG1P25",0.0927251207451512,0.416562819724882,0.878250537762814,-0.152663743710187,-0.119549315709063,0.959041731170917
"ACTG2",-0.283685016310299,-2.22536564350051,0.157245853198607,-0.17018279958731,-1.80748246681331,0.206920379115923
"ACTL10",-0.522525338502786,-4.23324296085717,0.00104778503641781,-0.309794066856802,-3.14575104006714,0.0133610118699094
"ACTL6A",-0.0276893598111429,-1.15092105243529,0.565016681621994,-0.000988323337089213,-0.283437453088726,0.895098086893437
"ACTL8",0.412508358585171,0.369377085199723,0.894527150383707,-0.239254392380828,-0.662903290495103,0.717820881799669
"ACTN1",-0.135081381637955,-2.50692212779336,0.0964133299226079,-0.203703174068012,-3.14871366311648,0.0132464170190196
"ACTN1-DT",-0.16159547856573,-0.249767259498214,0.929993590611659,0.305283799643637,0.268038844389636,0.902234079187802
"ACTN2",0.090905721454655,0.39959185679072,0.883729651810039,0.354778399806183,1.3619848660629,0.379200881573295
"ACTN3",0.515636659817674,3.99189446752637,0.00235123306685332,0.938915829405202,4.23237196211079,0.00045168227166015
"ACTN4",-0.0887952912923193,-0.943094334433843,0.659808537587298,-0.304796749480759,-3.9300733185207,0.0012718245640558
"ACTR10",-0.00315363170628153,-0.352265287249638,0.900303962365457,-0.0191946576552707,-0.768845238658753,0.666726556624316
"ACTR1A",-0.0351798352553088,0.919450567796498,0.670795564507209,-0.00358024702438073,0.253293151011619,0.907379974353991
"ACTR1B",0.119909036050773,4.4647484025091,0.000457873610109656,0.265898103040141,6.29224752644508,4.05475197654615e-08
"ACTR2",-0.0262030740132769,-1.97042686238949,0.230497197795662,-0.12286927007167,-3.22987233508579,0.0106170418764742
"ACTR3",-0.0852022316850662,-3.1609896622842,0.0235872706907904,-0.194889701510297,-4.80158546748457,5.18661802180882e-05
"ACTR3B",0.100675985967486,1.79817858412097,0.288616381383336,0.185727981019239,2.47789393173191,0.0636454430070092
"ACTR3C",0.14235905960582,0.572540028693076,0.818672520406017,0.186624413921336,0.86235527116708,0.62048947599144
"ACTR5",-0.0314762666225636,0.771867291109752,0.73598980542654,0.0316360495725532,0.944192096926188,0.579270897378395
"ACTR6",0.0358395841148895,-0.00334699968452322,0.999131931675109,0.0898661346284881,0.950255185295201,0.576444662242739
"ACTR8",0.0170281275942302,0.317265255755082,0.911243718504611,-0.0365952977112969,-0.702791374657751,0.697944589785598
"ACTRT3",-0.151494580250991,-1.42671961117302,0.440685517178588,-0.333995350644105,-1.82358332385602,0.202162471586796
"ACVR1",-0.0268973541411668,-0.642958939678824,0.78994433873595,-0.184459884389123,-3.31396414577621,0.00845514325468285
"ACVR1B",0.131224125936226,3.64704322109232,0.00652016243703306,0.11039279035796,0.74642108821657,0.677477171044274
