"gene","class","source","mean_lfc","padj","n_studies","n_species","direction_concordance"
"VPS37D","C6_oncogenic","MSigDB_C6",0.0983764669148626,0.0149147431280016,16,1,0.625
"MAP7","C6_oncogenic","MSigDB_C6",0.128984096488813,0.0149378388143408,23,1,0.652173913043478
"NXT2","C6_oncogenic","MSigDB_C6",-0.103214904755276,0.0149378388143408,23,1,0.608695652173913
"ZNF277","C6_oncogenic","MSigDB_C6",0.181285895827074,0.0149428247912064,10,1,0.6
"MBD2","C6_oncogenic","MSigDB_C6",-0.0748524481613223,0.0149497733866792,23,1,0.652173913043478
"PRKG2","C6_oncogenic","MSigDB_C6",0.371632195234842,0.0149969113564242,17,1,0.823529411764706
"ADAM7","C6_oncogenic","MSigDB_C6",0.927038682109268,0.0150483545899442,4,1,0.75
"SLC28A2","C6_oncogenic","MSigDB_C6",0.0261792940501945,0.0150569949830287,14,1,0.714285714285714
"GPATCH2L","C6_oncogenic","MSigDB_C6",0.0929345814706735,0.0150692451384384,23,1,0.695652173913043
"EP400","C6_oncogenic","MSigDB_C6",0.0968486084351636,0.0150915841521965,23,1,0.695652173913043
"TUBB4B","C6_oncogenic","MSigDB_C6",-0.135292898531873,0.0151555387728124,23,1,0.652173913043478
"PHF24","C6_oncogenic","MSigDB_C6",0.194840269696179,0.0151640355747707,21,1,0.619047619047619
"TAC3","C6_oncogenic","MSigDB_C6",-1.62049153809037,0.0152047893647583,6,1,1
"RASSF8","C6_oncogenic","MSigDB_C6",-0.0449279400616416,0.0152644036592724,23,1,0.478260869565217
"AIDA","C6_oncogenic","MSigDB_C6",-0.051563015580919,0.0154603570888557,23,1,0.608695652173913
"ZNF695","C6_oncogenic","MSigDB_C6",-0.707592740469616,0.0154637710566502,6,1,0.833333333333333
"UNC5B","C6_oncogenic","MSigDB_C6",-0.127911897056887,0.0155280351296124,23,1,0.565217391304348
"DLGAP2","C6_oncogenic","MSigDB_C6",0.413413379393463,0.0156655359047516,8,1,0.875
"UBR3","C6_oncogenic","MSigDB_C6",0.134040274489356,0.0156655359047516,23,1,0.652173913043478
"VAT1L","C6_oncogenic","MSigDB_C6",-0.146682395501408,0.0156655359047516,14,1,0.714285714285714
"STMP1","C6_oncogenic","MSigDB_C6",-0.0985341087006039,0.0156766618462354,23,1,0.565217391304348
"AZI2","C6_oncogenic","MSigDB_C6",-0.0323996103562966,0.0158056989277878,23,1,0.652173913043478
"HOXB4","C6_oncogenic","MSigDB_C6",-0.117586768366285,0.0158084234941471,19,1,0.578947368421053
"MUC13","C6_oncogenic","MSigDB_C6",-1.11265591300004,0.0158160555547549,9,1,0.777777777777778
"HTRA3","C6_oncogenic","MSigDB_C6",-0.21999415803487,0.0158550957506943,22,1,0.5
"SOCS2","C6_oncogenic","MSigDB_C6",-0.182911152878728,0.0159334120690901,23,1,0.652173913043478
"GPR22","C6_oncogenic","MSigDB_C6",0.544962921244495,0.0159739522715597,9,1,0.888888888888889
"MATK","C6_oncogenic","MSigDB_C6",-0.621687487674584,0.0161408674298976,18,1,0.555555555555556
"GHRH","C6_oncogenic","MSigDB_C6",1.10739141164254,0.0161875965255546,2,1,1
"S100A1","C6_oncogenic","MSigDB_C6",-0.0869610166307717,0.016207627447808,20,1,0.55
"REEP6","C6_oncogenic","MSigDB_C6",0.168884753204156,0.0162533193483704,22,1,0.636363636363636
"COA6","C6_oncogenic","MSigDB_C6",-0.0503776651565222,0.0162610577081387,23,1,0.565217391304348
"ST3GAL2","C6_oncogenic","MSigDB_C6",-0.0900314892210402,0.016271565342382,23,1,0.521739130434783
"KLHL23","C6_oncogenic","MSigDB_C6",0.00303374499476064,0.0163425326713767,23,1,0.521739130434783
"KDM4B","C6_oncogenic","MSigDB_C6",0.0488687061700523,0.0163443984584787,23,1,0.565217391304348
"KATNAL1","C6_oncogenic","MSigDB_C6",0.188490891203817,0.0164039574897496,23,1,0.695652173913043
"CACNA1S","C6_oncogenic","MSigDB_C6",0.248139289667149,0.0164258242586011,15,1,0.666666666666667
"BANK1","C6_oncogenic","MSigDB_C6",-0.305144675603638,0.016432311186524,20,1,0.6
"BARX1","C6_oncogenic","MSigDB_C6",-0.560393996409409,0.016432311186524,5,1,0.6
"SAMD9L","C6_oncogenic","MSigDB_C6",-0.19559551606511,0.016432311186524,21,1,0.666666666666667
"ZNF480","C6_oncogenic","MSigDB_C6",-0.152043436571954,0.016560898709631,10,1,0.6
"CFAP184","C6_oncogenic","MSigDB_C6",-0.333994619713748,0.0166820007835697,10,1,0.7
"YRDC","C6_oncogenic","MSigDB_C6",-0.121702785586449,0.0166820007835697,23,1,0.739130434782609
"TIMP3","C6_oncogenic","MSigDB_C6",-0.183947139829936,0.0167085453809489,23,1,0.565217391304348
"CHRNA4","C6_oncogenic","MSigDB_C6",-0.518360000762545,0.0167317355195105,12,1,0.666666666666667
"HMCES","C6_oncogenic","MSigDB_C6",0.0636356501125611,0.016740254475102,23,1,0.695652173913043
"STYK1","C6_oncogenic","MSigDB_C6",0.202929297524367,0.0168828519580534,19,1,0.789473684210526
"SH3BP4","C6_oncogenic","MSigDB_C6",-0.100793442528919,0.01692705785238,23,1,0.695652173913043
"ZMYM2","C6_oncogenic","MSigDB_C6",0.128902227203107,0.0170380014000977,23,1,0.608695652173913
"PPP1R3A","C6_oncogenic","MSigDB_C6",0.339944314149854,0.0170516644822478,14,1,0.642857142857143
"NGFR","C6_oncogenic","MSigDB_C6",-0.472033091495509,0.0171274139891591,21,1,0.523809523809524
"OR51E2","C6_oncogenic","MSigDB_C6",0.578183741013839,0.0172833686803546,10,1,0.7
"CORO2B","C6_oncogenic","MSigDB_C6",-0.166217728316696,0.0173750927646525,23,1,0.565217391304348
"SUGCT","C6_oncogenic","MSigDB_C6",-0.219967162267838,0.0173750927646525,23,1,0.565217391304348
"B4GALNT2","C6_oncogenic","MSigDB_C6",0.726092379649874,0.0173831973509025,8,1,0.75
"IL7","C6_oncogenic","MSigDB_C6",-0.522300186387339,0.0174340681015567,21,1,0.619047619047619
"ABHD4","C6_oncogenic","MSigDB_C6",-0.139409997764659,0.0175558632617622,23,1,0.652173913043478
"EXO5","C6_oncogenic","MSigDB_C6",-0.148010613386299,0.0176924258731525,23,1,0.652173913043478
"FBLN2","C6_oncogenic","MSigDB_C6",-0.0795906445611632,0.0177500234880599,23,1,0.521739130434783
"PDE4DIP","C6_oncogenic","MSigDB_C6",0.129276761485742,0.0178134243471919,23,1,0.695652173913043
"ZNF133","C6_oncogenic","MSigDB_C6",0.163715884081808,0.0178772996279981,10,1,0.6
"MAS1","C6_oncogenic","MSigDB_C6",-0.461700322806585,0.0179531058443456,9,1,0.555555555555556
"FNBP4","C6_oncogenic","MSigDB_C6",0.104392700021677,0.018170360926411,23,1,0.478260869565217
"FKBPL","C6_oncogenic","MSigDB_C6",-0.114334850626645,0.0181899780160936,23,1,0.695652173913043
"NECAP2","C6_oncogenic","MSigDB_C6",-0.170983344981306,0.0184336394118376,23,1,0.521739130434783
"NTSR2","C6_oncogenic","MSigDB_C6",-0.464741548941806,0.018444501006052,5,1,1
"PTPN23","C6_oncogenic","MSigDB_C6",0.0290529637868991,0.018444501006052,23,1,0.652173913043478
"PHB1","C6_oncogenic","MSigDB_C6",-0.0713519497545303,0.0185068181188286,23,1,0.565217391304348
"TMEM35A","C6_oncogenic","MSigDB_C6",-0.254407610506213,0.018546598458181,17,1,0.764705882352941
"CFD","C6_oncogenic","MSigDB_C6",-0.592231686701638,0.0185753724780574,20,1,0.6
"NIP7","C6_oncogenic","MSigDB_C6",-0.121301045023606,0.0186362728044881,23,1,0.695652173913043
"ZNF254","C6_oncogenic","MSigDB_C6",0.21183229155619,0.0186362728044881,10,1,0.7
"CDCP1","C6_oncogenic","MSigDB_C6",-0.544340379700353,0.0186863068401676,20,1,0.65
"CEP41","C6_oncogenic","MSigDB_C6",-0.1345661147772,0.0186878230507476,23,1,0.478260869565217
"IL1RN","C6_oncogenic","MSigDB_C6",-0.356640105749374,0.0186878230507476,14,1,0.571428571428571
"USP22","C6_oncogenic","MSigDB_C6",0.0575319467750666,0.0187007910013499,23,1,0.565217391304348
"MTURN","C6_oncogenic","MSigDB_C6",-0.0867984311147981,0.018708005976282,23,1,0.521739130434783
"RNF44","C6_oncogenic","MSigDB_C6",0.0865494845181301,0.0188410370363145,23,1,0.565217391304348
"NUP58","C6_oncogenic","MSigDB_C6",0.192367633157596,0.0188482729495368,10,1,0.8
"CPNE2","C6_oncogenic","MSigDB_C6",-0.172423694773291,0.0188485792140457,23,1,0.608695652173913
"CMKLR1","C6_oncogenic","MSigDB_C6",-0.276255254045181,0.0188621336435386,21,1,0.619047619047619
"ITGA8","C6_oncogenic","MSigDB_C6",-0.217029251928259,0.0189211539135736,21,1,0.666666666666667
"PMCH","C6_oncogenic","MSigDB_C6",-1.97933449341625,0.0189280480833438,2,1,1
"VGLL4","C6_oncogenic","MSigDB_C6",-0.085155833436028,0.0189886175091551,23,1,0.608695652173913
"TOR1AIP2","C6_oncogenic","MSigDB_C6",-0.0819998964521413,0.0190165738110763,23,1,0.652173913043478
"PRKAR2B","C6_oncogenic","MSigDB_C6",-0.293004519122123,0.0190576042653554,22,1,0.590909090909091
"OLFML2B","C6_oncogenic","MSigDB_C6",-0.236934654957372,0.01907154306426,21,1,0.619047619047619
"MEF2A","C6_oncogenic","MSigDB_C6",0.153996138778351,0.0191362407920959,23,1,0.608695652173913
"MAST2","C6_oncogenic","MSigDB_C6",0.0909747434440112,0.0191511751852985,23,1,0.652173913043478
"RCBTB2","C6_oncogenic","MSigDB_C6",-0.120025626858261,0.019344843952965,23,1,0.608695652173913
"PHF1","C6_oncogenic","MSigDB_C6",0.0416421518334648,0.0193537796327703,23,1,0.478260869565217
"SDHC","TSG","Curated",-0.0698300175803542,0.0193871184554976,23,1,0.478260869565217
"ZNF365","C6_oncogenic","MSigDB_C6",-0.368700116539821,0.0194047845925983,9,1,0.888888888888889
"SNHG6","C6_oncogenic","MSigDB_C6",0.0856623495229166,0.0194777085979022,23,1,0.521739130434783
"ARNT","C6_oncogenic","MSigDB_C6",0.0700218754407779,0.0195461034075403,23,1,0.652173913043478
"ENC1","C6_oncogenic","MSigDB_C6",-0.159493556950039,0.0195461034075403,23,1,0.652173913043478
"P4HA2","C6_oncogenic","MSigDB_C6",-0.0392597165371126,0.0195461034075403,23,1,0.608695652173913
"ASB7","C6_oncogenic","MSigDB_C6",-0.0470178518292818,0.0195936496317334,23,1,0.695652173913043
"ZNF614","C6_oncogenic","MSigDB_C6",-0.123595205619549,0.0196291761991014,10,1,0.6
"BASP1","C6_oncogenic","MSigDB_C6",-0.238705462617082,0.0196305846589322,23,1,0.565217391304348
"GJA5","C6_oncogenic","MSigDB_C6",-0.526595579689348,0.0196676576724611,20,1,0.6
"WNT5A","C6_oncogenic","MSigDB_C6",-0.156499225931247,0.0196939266408838,23,1,0.434782608695652
"NDUFAF1","C6_oncogenic","MSigDB_C6",-0.0550127200299528,0.0197955508134074,23,1,0.565217391304348
"NTN1","C6_oncogenic","MSigDB_C6",-0.32501083783254,0.0199305071922099,23,1,0.652173913043478
"PRR36","C6_oncogenic","MSigDB_C6",0.338340824862095,0.0199547353283678,13,1,0.692307692307692
"TMEM14A","C6_oncogenic","MSigDB_C6",-0.133596540995415,0.0199547353283678,23,1,0.695652173913043
"PTPRG","C6_oncogenic","MSigDB_C6",-0.181476714638897,0.0200091743966517,19,1,0.473684210526316
"AGT","C6_oncogenic","MSigDB_C6",0.0702031012993405,0.0200419405664606,22,1,0.545454545454545
"FANCM","C6_oncogenic","MSigDB_C6",0.129142902903545,0.0200576273387383,23,1,0.652173913043478
"CHML","C6_oncogenic","MSigDB_C6",-0.0780378497988581,0.0201341420863919,23,1,0.478260869565217
"PGAP4","C6_oncogenic","MSigDB_C6",-0.12503121638912,0.0201660826767741,23,1,0.565217391304348
"XPC","C6_oncogenic","MSigDB_C6",-0.118588742263268,0.0201660826767741,23,1,0.652173913043478
"CLP1","C6_oncogenic","MSigDB_C6",-0.108514368426554,0.0201961376209785,23,1,0.695652173913043
"SMC2","C6_oncogenic","MSigDB_C6",-0.0722396090409549,0.0202918244057917,23,1,0.521739130434783
"TBXA2R","C6_oncogenic","MSigDB_C6",-0.234635254158889,0.0202935571532637,21,1,0.666666666666667
"ISOC2","C6_oncogenic","MSigDB_C6",0.168806342911866,0.0203052243158313,10,1,0.6
"H19","C6_oncogenic","MSigDB_C6",-0.440553619993337,0.0203309828281426,14,1,0.642857142857143
"HSF2","C6_oncogenic","MSigDB_C6",0.0957598171149424,0.0203988921631488,23,1,0.608695652173913
"MAP3K8","C6_oncogenic","MSigDB_C6",-0.149722631998334,0.020595258904787,23,1,0.565217391304348
"EZR","C6_oncogenic","MSigDB_C6",-0.138311326853807,0.0207680231588448,23,1,0.652173913043478
"TRMT10C","C6_oncogenic","MSigDB_C6",-0.0485832217746434,0.0207793960168465,23,1,0.608695652173913
"PRKCH","C6_oncogenic","MSigDB_C6",0.0900976879902499,0.0209649681533481,23,1,0.608695652173913
"MEIS3P1","C6_oncogenic","MSigDB_C6",-0.318385632058347,0.0209875156176746,10,1,0.7
"RP2","C6_oncogenic","MSigDB_C6",-0.105394747946151,0.0209933484275927,23,1,0.739130434782609
"OAS2","C6_oncogenic","MSigDB_C6",-0.312953787082234,0.0210581159210246,21,1,0.619047619047619
"TESMIN","C6_oncogenic","MSigDB_C6",0.563584486343097,0.0210581159210246,17,1,0.647058823529412
"ROR1","C6_oncogenic","MSigDB_C6",-0.155048356079415,0.0210675689220638,23,1,0.478260869565217
"LYPD8","C6_oncogenic","MSigDB_C6",0.842859448371855,0.0210963887036937,3,1,1
"RIMKLB","C6_oncogenic","MSigDB_C6",0.109180460141164,0.0211363311098296,16,1,0.5625
"SLC25A22","C6_oncogenic","MSigDB_C6",-0.141575099202064,0.0211992451155446,23,1,0.608695652173913
"GEMIN2","C6_oncogenic","MSigDB_C6",0.137113561064492,0.0212693740289771,23,1,0.652173913043478
"CDK5R2","C6_oncogenic","MSigDB_C6",-0.651733263041588,0.0212841196888206,10,1,0.8
"LPAR1","C6_oncogenic","MSigDB_C6",-0.0888147107966478,0.0212841196888206,23,1,0.565217391304348
"NDUFC1","C6_oncogenic","MSigDB_C6",-0.0294539663906213,0.0212971611335215,23,1,0.565217391304348
"PSD4","C6_oncogenic","MSigDB_C6",-0.199310371788389,0.0213392053586592,23,1,0.608695652173913
"TRIM38","C6_oncogenic","MSigDB_C6",-0.176467472160544,0.0213855085301584,12,1,0.583333333333333
"HEY2","C6_oncogenic","MSigDB_C6",0.232640753043471,0.0213939956670981,21,1,0.571428571428571
"TMEM160","C6_oncogenic","MSigDB_C6",-0.139841729547829,0.0214344416725998,23,1,0.739130434782609
"ARHGAP22","C6_oncogenic","MSigDB_C6",-0.267278378699792,0.0215273712464919,20,1,0.7
"ZDHHC11","C6_oncogenic","MSigDB_C6",0.214338705180826,0.0215273712464919,10,1,0.6
"PRKCB","KEGG_oncogenesis","KEGG",-0.371560697898745,0.0215999620098386,19,1,0.631578947368421
"SRSF1","C6_oncogenic","MSigDB_C6",-0.0427616117083996,0.0215999620098386,23,1,0.565217391304348
"MYO7B","C6_oncogenic","MSigDB_C6",-0.404949059704188,0.021609530107992,10,1,0.5
"NIPAL3","C6_oncogenic","MSigDB_C6",-0.105974388050571,0.0216463052819522,23,1,0.565217391304348
"SMARCC1","C6_oncogenic","MSigDB_C6",0.0825615022174736,0.0216463052819522,23,1,0.652173913043478
"USP33","C6_oncogenic","MSigDB_C6",-0.03038776363296,0.0216593600946564,23,1,0.565217391304348
"ARL5B","C6_oncogenic","MSigDB_C6",0.0286056428851629,0.0216966182190862,23,1,0.521739130434783
"GNAS","oncogene","Curated",0.0320512614111939,0.0217804096691783,23,1,0.434782608695652
"DOC2B","C6_oncogenic","MSigDB_C6",0.234276059823781,0.0218600938285243,17,1,0.529411764705882
"DOK1","C6_oncogenic","MSigDB_C6",-0.177590111859813,0.0219197158251647,23,1,0.652173913043478
"PPM1D","C6_oncogenic","MSigDB_C6",-0.0846644748691294,0.0220083211571629,23,1,0.652173913043478
"AHSG","C6_oncogenic","MSigDB_C6",0.697795287192693,0.0220136808259922,11,1,0.636363636363636
"CXCL12","SASP","Curated",-0.168938017895099,0.0220202281574851,23,1,0.434782608695652
"SUCO","C6_oncogenic","MSigDB_C6",0.090841849413092,0.0220625818582298,23,1,0.695652173913043
"PSAT1","C6_oncogenic","MSigDB_C6",-0.147512203567125,0.0221104457749114,23,1,0.565217391304348
"GREB1","C6_oncogenic","MSigDB_C6",0.225436482547214,0.0222569857442629,21,1,0.619047619047619
"PAPLN","C6_oncogenic","MSigDB_C6",-0.21555970031587,0.0223542021414406,22,1,0.590909090909091
"PRRX2","C6_oncogenic","MSigDB_C6",-0.464872222741941,0.0224275266569052,14,1,0.5
"THBS1","C6_oncogenic","MSigDB_C6",-0.159095150091633,0.0225745469948656,23,1,0.608695652173913
"CAVIN3","C6_oncogenic","MSigDB_C6",-0.149924707436793,0.0225936232306716,22,1,0.636363636363636
"PSG3","C6_oncogenic","MSigDB_C6",1.62255623723003,0.0226223146139501,1,1,NA
"SLC2A1","C6_oncogenic","MSigDB_C6",0.151888529892463,0.0226467236144516,23,1,0.565217391304348
"FRRS1","C6_oncogenic","MSigDB_C6",-0.145672135432129,0.0227396837618683,23,1,0.478260869565217
"MCM7","C6_oncogenic","MSigDB_C6",0.0232918733678115,0.0227986740515442,23,1,0.608695652173913
"TNFRSF10C","C6_oncogenic","MSigDB_C6",-0.404388309898924,0.0229038157328261,9,1,0.666666666666667
"BMP6","C6_oncogenic","MSigDB_C6",-0.400396084674572,0.0229178615859024,22,1,0.545454545454545
"CA3","C6_oncogenic","MSigDB_C6",0.861806710715818,0.022973103195883,6,1,0.5
"FGA","C6_oncogenic","MSigDB_C6",0.998998628163024,0.0230484665255413,10,1,0.8
"NTRK3","oncogene","Curated",-0.375113649074989,0.0230629984838872,18,1,0.611111111111111
"HMGA1","C6_oncogenic","MSigDB_C6",0.0858071655786598,0.0230763948498996,23,1,0.608695652173913
"UCHL1","C6_oncogenic","MSigDB_C6",-0.264032507566913,0.0232036629415853,17,1,0.764705882352941
"EHD2","C6_oncogenic","MSigDB_C6",-0.167100633634871,0.023271097198564,22,1,0.545454545454545
"POMP","C6_oncogenic","MSigDB_C6",-0.0747602873859236,0.023271097198564,23,1,0.739130434782609
"TRIOBP","C6_oncogenic","MSigDB_C6",-0.106990872356469,0.023271097198564,23,1,0.782608695652174
"USP29","C6_oncogenic","MSigDB_C6",0.0634525102201191,0.023271097198564,8,1,0.875
"FAT4","C6_oncogenic","MSigDB_C6",-0.149989271813796,0.0232863097685096,23,1,0.565217391304348
"LSM1","C6_oncogenic","MSigDB_C6",-0.0561698652927539,0.0232863097685096,23,1,0.826086956521739
"PMFBP1","C6_oncogenic","MSigDB_C6",0.438693847484768,0.0233161296508707,10,1,0.8
"PDE11A","C6_oncogenic","MSigDB_C6",0.396694458585833,0.0233543942755073,17,1,0.705882352941177
"DDX23","C6_oncogenic","MSigDB_C6",-0.0831919665412714,0.0234173510403863,23,1,0.652173913043478
"SAMD4A","C6_oncogenic","MSigDB_C6",0.24714895569166,0.0234327983226225,10,1,0.8
"LYRM9","C6_oncogenic","MSigDB_C6",0.153230867777011,0.0234519299384548,23,1,0.608695652173913
"SAT2","C6_oncogenic","MSigDB_C6",0.10757155843118,0.0234830481355559,22,1,0.636363636363636
"WLS","C6_oncogenic","MSigDB_C6",-0.0861394477339398,0.0234849143594918,23,1,0.521739130434783
"B3GNT2","C6_oncogenic","MSigDB_C6",-0.139925803165042,0.0234909142533554,21,1,0.571428571428571
"ACTR3","C6_oncogenic","MSigDB_C6",-0.0852022316850662,0.0235872706907904,23,1,0.695652173913043
"CREB1","C6_oncogenic","MSigDB_C6",-0.0398427555538574,0.02359877902335,23,1,0.695652173913043
"HERC1","C6_oncogenic","MSigDB_C6",0.139328665757925,0.0236926906571112,23,1,0.652173913043478
"NETO2","C6_oncogenic","MSigDB_C6",-0.245354645698601,0.023807026824785,23,1,0.521739130434783
"POLR1F","C6_oncogenic","MSigDB_C6",-0.0633974188118628,0.0239639444182125,23,1,0.652173913043478
"SESN2","C6_oncogenic","MSigDB_C6",-0.118228576431061,0.024045441415825,23,1,0.652173913043478
"SARM1","C6_oncogenic","MSigDB_C6",-0.203819659678862,0.0241277759076268,20,1,0.55
"TWIST1","C6_oncogenic","MSigDB_C6",-0.226427530449855,0.024168250505586,20,1,0.55
"A4GNT","C6_oncogenic","MSigDB_C6",-1.44959442311677,0.0242762089337907,7,1,0.857142857142857
"BMP1","C6_oncogenic","MSigDB_C6",-0.144438395372875,0.0242762089337907,23,1,0.608695652173913
"IREB2","C6_oncogenic","MSigDB_C6",0.112986643876257,0.0243031413006909,23,1,0.652173913043478
"PCSK4","C6_oncogenic","MSigDB_C6",0.152876244597318,0.0243083982660645,23,1,0.565217391304348
"KIAA0930","C6_oncogenic","MSigDB_C6",-0.23606964367606,0.0243635937925651,10,1,0.6
"EFHD1","C6_oncogenic","MSigDB_C6",-0.246807817681455,0.0244554083872752,18,1,0.666666666666667
"OPRL1","C6_oncogenic","MSigDB_C6",0.221302891565363,0.0244554083872752,12,1,0.75
"FBXL13","C6_oncogenic","MSigDB_C6",0.235470334239923,0.0244910026784957,18,1,0.722222222222222
"RGS20","C6_oncogenic","MSigDB_C6",-0.208715347933964,0.0245029979111976,15,1,0.4
"CSF1R","C6_oncogenic","MSigDB_C6",-0.29818658843388,0.0246720120090005,19,1,0.684210526315789
"EBF1","C6_oncogenic","MSigDB_C6",-0.235359495543883,0.0246894582013938,21,1,0.523809523809524
"ACSL5","C6_oncogenic","MSigDB_C6",-0.225281961280061,0.0247796856958125,21,1,0.666666666666667
"EGR2","C6_oncogenic","MSigDB_C6",-0.286888018701777,0.0249239042359291,21,1,0.666666666666667
"RDH16","C6_oncogenic","MSigDB_C6",0.245540764686438,0.0249239042359291,13,1,0.615384615384615
"PPEF2","C6_oncogenic","MSigDB_C6",0.670672252669638,0.0249383441142384,10,1,0.6
"LACC1","C6_oncogenic","MSigDB_C6",-0.121332962092168,0.0250012404805852,23,1,0.608695652173913
"TAF2","C6_oncogenic","MSigDB_C6",-0.0721611266409778,0.0250111701491631,23,1,0.608695652173913
"FLG","C6_oncogenic","MSigDB_C6",-1.60519706648429,0.0250453243799373,8,1,0.75
"CTIF","C6_oncogenic","MSigDB_C6",0.0698698178756313,0.0251286904955641,23,1,0.565217391304348
"ADIRF","C6_oncogenic","MSigDB_C6",0.368945115353946,0.0252431408483475,6,1,0.5
"LOXL3","C6_oncogenic","MSigDB_C6",-0.165556647466872,0.0252471910019037,23,1,0.565217391304348
"SMYD3","C6_oncogenic","MSigDB_C6",-0.115419502847314,0.0252685973833722,23,1,0.478260869565217
"STPG1","C6_oncogenic","MSigDB_C6",-0.193837446735481,0.0254030244485657,13,1,0.692307692307692
"TTI1","C6_oncogenic","MSigDB_C6",-0.046444827694553,0.025431900548451,23,1,0.695652173913043
"SIT1","C6_oncogenic","MSigDB_C6",-1.04277217929757,0.0254678576530125,6,1,0.833333333333333
"GEMIN7","C6_oncogenic","MSigDB_C6",-0.132925469324008,0.0255179512761429,23,1,0.695652173913043
"AGA","C6_oncogenic","MSigDB_C6",-0.101784906093225,0.0255430527080258,23,1,0.652173913043478
"ASIC4","C6_oncogenic","MSigDB_C6",0.0787810194728462,0.0255975293719469,12,1,0.416666666666667
"PAM","C6_oncogenic","MSigDB_C6",-0.122975056853384,0.025598928443921,23,1,0.565217391304348
"IFI44L","C6_oncogenic","MSigDB_C6",-0.607120424104755,0.0257190448675501,11,1,0.636363636363636
"CHCHD1","C6_oncogenic","MSigDB_C6",-0.059292145000247,0.0257780612394809,23,1,0.565217391304348
"CC2D1A","C6_oncogenic","MSigDB_C6",0.0390497014957171,0.0258490946189977,23,1,0.608695652173913
"OXTR","C6_oncogenic","MSigDB_C6",-0.183253022060132,0.0258490946189977,17,1,0.647058823529412
"TLE3","C6_oncogenic","MSigDB_C6",-0.0628108190722049,0.0258738980213541,23,1,0.608695652173913
"MTRF1L","C6_oncogenic","MSigDB_C6",-0.0615777028495938,0.0259282814929132,23,1,0.739130434782609
"PRR5L","C6_oncogenic","MSigDB_C6",-0.168717604998585,0.0259521112015784,22,1,0.681818181818182
"LPCAT3","C6_oncogenic","MSigDB_C6",-0.125491462598467,0.0260137527417244,23,1,0.695652173913043
"PRKD3","C6_oncogenic","MSigDB_C6",-0.0809400734807921,0.0260306613045885,23,1,0.695652173913043
"UGT1A5","C6_oncogenic","MSigDB_C6",-0.290226748591014,0.0260393333491044,7,1,0.571428571428571
"GOLGA8A","C6_oncogenic","MSigDB_C6",0.191522828506802,0.0260517975076575,10,1,0.5
"SAC3D1","C6_oncogenic","MSigDB_C6",-0.134363354818984,0.0260755676933554,23,1,0.608695652173913
"TRMT1L","C6_oncogenic","MSigDB_C6",-0.0268261370085959,0.0261527870266007,23,1,0.565217391304348
"KHDC1","C6_oncogenic","MSigDB_C6",-0.164816987491015,0.0262468750228102,10,1,0.8
"CEMIP","C6_oncogenic","MSigDB_C6",-0.253386734069445,0.0262639296695823,20,1,0.45
"MDFIC","C6_oncogenic","MSigDB_C6",-0.0606019772989775,0.0262639296695823,23,1,0.608695652173913
"PRKCE","C6_oncogenic","MSigDB_C6",0.0655948510012756,0.0262694078303681,23,1,0.739130434782609
"HEPH","C6_oncogenic","MSigDB_C6",-0.140419040794829,0.0262957965061334,22,1,0.681818181818182
"POLR2A","C6_oncogenic","MSigDB_C6",0.0717315949246753,0.0262964335113865,23,1,0.739130434782609
"GALNT7","C6_oncogenic","MSigDB_C6",-0.120571018677803,0.0263395446654174,23,1,0.608695652173913
"SLC5A3","C6_oncogenic","MSigDB_C6",0.0651734867472921,0.0264054693816962,23,1,0.608695652173913
"CYTL1","C6_oncogenic","MSigDB_C6",-0.408029923402534,0.0264135392628332,13,1,0.846153846153846
"DOHH","C6_oncogenic","MSigDB_C6",-0.171799182281547,0.0266288223075145,23,1,0.652173913043478
"GDF5","C6_oncogenic","MSigDB_C6",-0.496054433225431,0.0267446626912812,12,1,0.75
"HMG20A","C6_oncogenic","MSigDB_C6",0.063951195129249,0.0267446626912812,23,1,0.608695652173913
"KYAT1","C6_oncogenic","MSigDB_C6",-0.055276366882562,0.0267446626912812,20,1,0.6
"NUDT5","C6_oncogenic","MSigDB_C6",-0.150848617957114,0.0267960252703062,23,1,0.565217391304348
"GTF2E1","C6_oncogenic","MSigDB_C6",-0.0561668732898519,0.0268150954692361,23,1,0.608695652173913
"BBS10","C6_oncogenic","MSigDB_C6",-0.0949473426957171,0.0269128904453748,23,1,0.608695652173913
"CKM","C6_oncogenic","MSigDB_C6",-0.0261946587259003,0.0269313179524586,13,1,0.692307692307692
"DUSP13B","C6_oncogenic","MSigDB_C6",0.461591746120387,0.0269313179524586,6,1,0.666666666666667
"SIK3","C6_oncogenic","MSigDB_C6",0.07833979838875,0.0269430182271338,23,1,0.695652173913043
"ZNF337","C6_oncogenic","MSigDB_C6",0.0599460965271717,0.0269430182271338,10,1,0.4
"UNC79","C6_oncogenic","MSigDB_C6",0.201920440423179,0.0271260292843369,20,1,0.6
"E2F6","C6_oncogenic","MSigDB_C6",-0.0579243507939344,0.0272146336097688,23,1,0.521739130434783
"HOXD8","C6_oncogenic","MSigDB_C6",-0.21210219733404,0.0272146336097688,16,1,0.75
"H2AC15","C6_oncogenic","MSigDB_C6",0.343897171288203,0.0272416642026358,14,1,0.642857142857143
"TNS1","C6_oncogenic","MSigDB_C6",0.115210480049757,0.0272416642026358,23,1,0.652173913043478
