"disease_name","disease_id","mean_score","max_score","n_genes","genes"
"dehydrated hereditary stomatocytosis with or without pseudohyperkalemia and/or perinatal edema","MONDO_0008689",0.0474392701473283,0.0474392701473283,1,"EPB41"
"retinitis pigmentosa 71","MONDO_0014618",0.0474392701473283,0.0474392701473283,1,"C1R"
"hyper-IgM syndrome type 3","MONDO_0011735",0.0473431793851103,0.0473431793851103,1,"CXCL6"
"NF2-related schwannomatosis","MONDO_0007039",0.0472969819032747,0.0472969819032747,1,"ADGRL4"
"immunodeficiency 11b with atopic dermatitis","MONDO_0054697",0.047158389457768,0.047158389457768,1,"GCNT3"
"Bruton-type agammaglobulinemia","MONDO_0010421",0.0470401239042689,0.0470401239042689,1,"SCARA5"
"autosomal recessive palmoplantar keratoderma and congenital alopecia","MONDO_0008923",0.0467370684234274,0.0467370684234274,1,"ADGRL4"
"Immunodeficiency by defective expression of HLA class 1","Orphanet_34592",0.0466705440495841,0.0466705440495841,1,"C1R"
"combined immunodeficiency due to partial RAG1 deficiency","MONDO_0012359",0.0466114112728346,0.0466114112728346,1,"CXCL6"
"Combined immunodeficiency T+ B+ due to partial RAG1 deficiency","Orphanet_231154",0.0466114112728346,0.0466114112728346,1,"CXCL6"
"gamma-glutamylcysteine synthetase deficiency","MONDO_0009259",0.0465966280786472,0.0465966280786472,1,"EPB41"
"anti-glomerular basement membrane disease","MONDO_0009303",0.0464487961367733,0.0464487961367733,1,"VAMP5"
"recurrent infections associated with rare immunoglobulin isotypes deficiency","MONDO_0013576",0.0463674885687427,0.0463674885687427,1,"SCARA5"
"hemoglobin H disease","MONDO_0013512",0.0463231389861805,0.0463231389861805,1,"EPB41"
"diaphragm disorder","MONDO_0005728",0.0460629719866243,0.0460629719866243,1,"ACAA2"
"Primary ciliary dyskinesia - retinitis pigmentosa","Orphanet_247522",0.0460200835053391,0.0460200835053391,1,"C1R"
"periodic fever syndrome","MONDO_0015137",0.0459911704709358,0.0459911704709358,1,"MVK"
"agammaglobulinemia 7, autosomal recessive","MONDO_0014083",0.0458944263547463,0.0458944263547463,1,"CXCL6"
"aortic aneurysm, familial thoracic 7","MONDO_0013418",0.0458722515634652,0.0458722515634652,1,"IGFBP6"
"Rare genetic vascular disease","Orphanet_233655",0.0458722515634652,0.0458722515634652,1,"IGFBP6"
"cryptosporidiosis-chronic cholangitis-liver disease syndrome","MONDO_0014082",0.0458574683692778,0.0458574683692778,1,"SCARA5"
"Cryptosporidiosis - chronic cholangitis - liver disease","Orphanet_357329",0.0458574683692778,0.0458574683692778,1,"SCARA5"
"Severe combined immunodeficiency due to adenosine deaminase deficiency","Orphanet_277",0.045827901980903,0.045827901980903,1,"SCARA5"
"cytomegalovirus infection","MONDO_0005132",0.0456560473484746,0.0456560473484746,1,"CD83"
"familial hyperaldosteronism type II","MONDO_0011576",0.0456431120535607,0.0456431120535607,1,"IL13RA2"
"occult macular dystrophy","MONDO_0013316",0.0456431120535607,0.0456431120535607,1,"C1R"
"thrombocytopenia with congenital dyserythropoietic anemia","MONDO_0019031",0.0454749532196791,0.0454749532196791,1,"SLC20A1"
"hemolytic anemia due to pyrimidine 5' nucleotidase deficiency","MONDO_0009946",0.0454509305291246,0.0454509305291246,1,"RHCE"
"Meckel syndrome","MONDO_0018921",0.0451532134239619,0.0451532134239619,1,"VAMP5"
"X-linked osteoporosis with fractures","MONDO_0018315",0.0450370010918778,0.0450370010918778,1,"SDSL"
"vitelliform macular dystrophy 4","MONDO_0014508",0.0450222178976904,0.0450222178976904,1,"C1R"
"elliptocytosis 2","MONDO_0007533",0.0448669943587228,0.0448669943587228,1,"RHCE"
"hemolytic anemia due to erythrocyte adenosine deaminase overproduction","MONDO_0020458",0.0448522111645354,0.0448522111645354,1,"RHCE"
"beta-thalassemia intermedia","MONDO_0016487",0.0448337321718012,0.0448337321718012,1,"SLC20A1"
"growth hormone-secreting pituitary adenoma","EFO_0004125",0.0447064324440764,0.0447064324440764,1,"SLC20A1"
"familial isolated pituitary adenoma","MONDO_0017824",0.0447064324440764,0.0447064324440764,1,"SLC20A1"
"acromegaly","MONDO_0019933",0.0447064324440764,0.0447064324440764,1,"SLC20A1"
"thyroid hormone metabolism, abnormal, 2","MONDO_0030839",0.0444308901301948,0.0444308901301948,1,"MGST1"
"immunodeficiency 67","MONDO_0011888",0.0443939321447264,0.0443939321447264,1,"CXCL6"
"oculodental syndrome, Rutherfurd type","MONDO_0008396",0.0443883884469061,0.0443883884469061,1,"GFPT2"
"hypoalphalipoproteinemia, primary, 1","MONDO_0011393",0.0442165338144777,0.0442165338144777,1,"MGST1"
"apolipoprotein A-I deficiency","MONDO_0700513",0.0442165338144777,0.0442165338144777,1,"MGST1"
"blue diaper syndrome","MONDO_0008877",0.0441721842319156,0.0441721842319156,1,"TP53I11"
"hypercholesterolemia, autosomal dominant, 3","MONDO_0011369",0.0441278346493534,0.0441278346493534,1,"MGST1"
"Griscelli disease","Orphanet_381",0.0439485884198313,0.0439485884198313,1,"MVK"
"Obesity due to MC3R deficiency","Orphanet_217031",0.04392086993073,0.04392086993073,1,"SERPINB7"
"renal-hepatic-pancreatic dysplasia","MONDO_0017417",0.04378597328377,0.04378597328377,1,"VAMP5"
"aneurysm, intracranial berry, 12","MONDO_0032891",0.0436104228527948,0.0436104228527948,1,"IGFBP6"
"MHC class II deficiency","MONDO_0008855",0.0434921572992957,0.0434921572992957,1,"GCNT3"
"Rotor syndrome","MONDO_0009379",0.0433517169545155,0.0433517169545155,1,"IGFBP6"
"46,XX disorder of sex development - anorectal anomalies","Orphanet_2973",0.0433221505661407,0.0433221505661407,1,"VAMP5"
"thrombocythemia 1","MONDO_0008554",0.0432482345952038,0.0432482345952038,1,"EMILIN2"
"pyknoachondrogenesis","MONDO_0009942",0.0429895286969245,0.0429895286969245,1,"SDSL"
"abscess","MONDO_0005227",0.0428793051301275,0.0428793051301275,1,"NPTX2"
"cellulitis","MONDO_0005230",0.0428793051301275,0.0428793051301275,1,"NPTX2"
"combined low LDL and fibrinogen","MONDO_0957260",0.0427825639783011,0.0427825639783011,1,"MGST1"
"immunodeficiency 60","MONDO_0032723",0.0426273404393335,0.0426273404393335,1,"GCNT3"
"Sorsby fundus dystrophy","MONDO_0007640",0.0424869000945533,0.0424869000945533,1,"RHOB"
"pulmonary alveolar microlithiasis","MONDO_0009928",0.0424869000945533,0.0424869000945533,1,"VAMP5"
"autoinflammation-PLCG2-associated antibody deficiency-immune dysregulation","MONDO_0013944",0.0422651521817425,0.0422651521817425,1,"GCNT3"
"PLCG2-associated antibody deficiency and immune dysregulation","Orphanet_300359",0.0422651521817425,0.0422651521817425,1,"GCNT3"
"methylmalonic acidemia due to transcobalamin receptor defect","MONDO_0013341",0.0422060194049929,0.0422060194049929,1,"TP53I11"
"Methylmalonic aciduria due to transcobalamin receptor defect","Orphanet_280183",0.0422060194049929,0.0422060194049929,1,"TP53I11"
"hemolytic anemia due to glutathione reductase deficiency","MONDO_0019531",0.0421838446137119,0.0421838446137119,1,"RHCE"
"immunodeficiency 70","MONDO_0033542",0.0421542782253371,0.0421542782253371,1,"GCNT3"
"immunodeficiency 14b, autosomal recessive","MONDO_0023655",0.0421394950311497,0.0421394950311497,1,"GCNT3"
"temporomandibular joint disorder","MONDO_0005473",0.0420949052831508,0.0420949052831508,1,"TP53I11"
"cholestasis, progressive familial intrahepatic, 11","MONDO_0030815",0.0419990546863695,0.0419990546863695,1,"IGFBP6"
"FTH1-related iron overload","Orphanet_247790",0.0419325303125263,0.0419325303125263,1,"RHCE"
"glycogen storage disease VI","MONDO_0009294",0.0417255655939028,0.0417255655939028,1,"MGST1"
"melorheostosis","MONDO_0007970",0.0416294748316848,0.0416294748316848,1,"SDSL"
"monocytopenia with susceptibility to infections","MONDO_0013607",0.0415629504578416,0.0415629504578416,1,"CXCL6"
"congenital heart defects, multiple types, 7","MONDO_0032913",0.0411785874089695,0.0411785874089695,1,"CAVIN2"
"osteomesopyknosis","MONDO_0008155",0.0410159722729082,0.0410159722729082,1,"SDSL"
"Liddle syndrome","MONDO_0008323",0.0406390008211298,0.0406390008211298,1,"IL13RA2"
"Liddle syndrome 1","MONDO_0020607",0.0406390008211298,0.0406390008211298,1,"IL13RA2"
"Glanzmann thrombasthenia 1","MONDO_0031332",0.0406020428356613,0.0406020428356613,1,"EMILIN2"
"immunodeficiency 57","MONDO_0020849",0.0405429100589118,0.0405429100589118,1,"GCNT3"
"dimethylglycine dehydrogenase deficiency","MONDO_0011610",0.0402989873548199,0.0402989873548199,1,"TP53I11"
"dry eye syndrome","MONDO_0006733",0.0402842041606325,0.0402842041606325,1,"CXCL6"
"escherichia coli infection","MONDO_0020920",0.0402842041606325,0.0402842041606325,1,"CXCL3"
"histidinemia","MONDO_0009345",0.0402028965926019,0.0402028965926019,1,"TP53I11"
"neuromyelitis optica","MONDO_0019100",0.040078882019141,0.040078882019141,1,"C1S"
"hepatoblastoma","MONDO_0018666",0.0399146243059478,0.0399146243059478,1,"CXCL2"
"hyperaldosteronism, familial, type IV","MONDO_0014875",0.0398924495146667,0.0398924495146667,1,"MGST1"
"familial hyperaldosteronism","MONDO_0016525",0.0398924495146667,0.0398924495146667,1,"MGST1"
"visceral myopathy 2","MONDO_0859157",0.0398259251408235,0.0398259251408235,1,"GCNT3"
"autoimmune lymphoproliferative syndrome type 4","MONDO_0013767",0.0397372259756991,0.0397372259756991,1,"CXCL6"
"RAS-associated autoimmune leukoproliferative disease","Orphanet_268114",0.0397372259756991,0.0397372259756991,1,"CXCL6"
"hypercholesterolemia, autosomal dominant, type B","MONDO_0007751",0.0396780931989496,0.0396780931989496,1,"MGST1"
"Hyperlipoproteinemia type 4","Orphanet_413",0.0395376528541694,0.0395376528541694,1,"MGST1"
"combined immunodeficiency due to moesin deficiency","MONDO_0010514",0.0393898209122955,0.0393898209122955,1,"CXCL6"
"autosomal recessive severe congenital neutropenia due to JAGN1 deficiency","MONDO_0014456",0.0393454713297333,0.0393454713297333,1,"CXCL6"
"familial pseudohyperkalemia","MONDO_0012204",0.0393085133442649,0.0393085133442649,1,"RHCE"
"hereditary spherocytosis type 3","MONDO_0010053",0.0391902477907658,0.0391902477907658,1,"RHCE"
"proctitis","MONDO_0005538",0.0389832830721423,0.0389832830721423,1,"GCNT3"
"pyruvate kinase hyperactivity","MONDO_0007067",0.0388354511302685,0.0388354511302685,1,"RAB3IL1"
"immunodeficiency 132b","MONDO_0976228",0.0388132763389874,0.0388132763389874,1,"GCNT3"
"benign recurrent intrahepatic cholestasis type 1","MONDO_0009469",0.0388058847418937,0.0388058847418937,1,"IGFBP6"
"Crigler-Najjar syndrome","MONDO_0009044",0.0383476057220847,0.0383476057220847,1,"IGFBP6"
"Intermediate osteopetrosis","Orphanet_210110",0.0382589065569603,0.0382589065569603,1,"CXCL3"
"rheumatoid factor-positive polyarticular juvenile idiopathic arthritis","MONDO_0019435",0.0380223754499621,0.0380223754499621,1,"SDSL"
"supravalvular aortic stenosis","MONDO_0008504",0.0380075922557747,0.0380075922557747,1,"CAVIN2"
"familial apolipoprotein C-II deficiency","MONDO_0008810",0.0378819351051819,0.0378819351051819,1,"MGST1"
"congenital heart defects, multiple types, 6","MONDO_0013463",0.0378671519109945,0.0378671519109945,1,"CAVIN2"
"bullous pemphigoid","MONDO_0019082",0.037650947696004,0.037650947696004,1,"C1S"
"Truncus arteriosus","HP_0001660",0.0371649501870936,0.0371649501870936,1,"CAVIN2"
"idiopathic juvenile osteoporosis","MONDO_0019409",0.0370614678277819,0.0370614678277819,1,"SDSL"
"adult hypophosphatasia","EFO_0021431",0.0369505938713765,0.0369505938713765,1,"SDSL"
"hypophosphatasia","MONDO_0018570",0.0369505938713765,0.0369505938713765,1,"SDSL"
"HIV-1 infection","EFO_0000180",0.0368216098968335,0.0368216098968335,1,"ERAP2"
"hypouricemia, renal, 2","MONDO_0012793",0.0368101535265963,0.0368101535265963,1,"TP53I11"
"pulmonary atresia with ventricular septal defect","MONDO_0008343",0.0367953703324089,0.0367953703324089,1,"CAVIN2"
"agammaglobulinemia 10, autosomal dominant","MONDO_0030529",0.036721454361472,0.036721454361472,1,"CXCL6"
"xanthinuria type II","MONDO_0011346",0.0366105804050666,0.0366105804050666,1,"TP53I11"
"hereditary xanthinuria","MONDO_0018106",0.0366105804050666,0.0366105804050666,1,"TP53I11"
"scimitar syndrome","MONDO_0015987",0.0364627484631927,0.0364627484631927,1,"CAVIN2"
"congenital sodium diarrhea","MONDO_0015170",0.0363149165213188,0.0363149165213188,1,"GCNT3"
"ghosal hematodiaphyseal dysplasia","MONDO_0009274",0.0361079518026954,0.0361079518026954,1,"CXCL3"
"autosomal recessive osteopetrosis 4","MONDO_0012676",0.0360266442346647,0.0360266442346647,1,"CXCL3"
"ACTH-producing pituitary gland adenoma","MONDO_0006068",0.0358492459044161,0.0358492459044161,1,"CIRBP"
"pulmonary hypertension, primary, 1","MONDO_0024533",0.0353761836904197,0.0353761836904197,1,"CAVIN2"
"right atrial isomerism","MONDO_0008832",0.035294876122389,0.035294876122389,1,"CAVIN2"
"Ivemark syndrome","Orphanet_97548",0.035294876122389,0.035294876122389,1,"CAVIN2"
"heterotaxy, visceral, 12, autosomal","MONDO_0859222",0.0352653097340142,0.0352653097340142,1,"CAVIN2"
"autoinflammatory disease, multisystem, with immune dysregulation, X-linked","MONDO_0957494",0.0352061769572647,0.0352061769572647,1,"GCNT3"
"alpha-2-plasmin inhibitor deficiency","MONDO_0009883",0.0350731282095782,0.0350731282095782,1,"CAVIN2"
"Congenital alpha2 antiplasmin deficiency","Orphanet_79",0.0350731282095782,0.0350731282095782,1,"CAVIN2"
"autosomal dominant osteopetrosis 2","MONDO_0008156",0.0348957298793295,0.0348957298793295,1,"CXCL3"
"Albers-Schönberg osteopetrosis","Orphanet_53",0.0348957298793295,0.0348957298793295,1,"CXCL3"
"Crigler-Najjar syndrome type 1","MONDO_0021020",0.0346074575926755,0.0346074575926755,1,"IGFBP6"
"5-oxoprolinase deficiency","MONDO_0009825",0.0345631080101133,0.0345631080101133,1,"GCNT3"
"pyoderma gangrenosum","EFO_0006835",0.034474408844989,0.034474408844989,1,"GCNT3"
"visceral heterotaxy","MONDO_0018677",0.0344078844711457,0.0344078844711457,1,"CAVIN2"
"Gilbert syndrome","MONDO_0007745",0.0343635348885836,0.0343635348885836,1,"IGFBP6"
"hyperprolinemia type 2","MONDO_0009401",0.0340752626019295,0.0340752626019295,1,"TP53I11"
"Increased blood pressure","HP_0032263",0.0340572658025933,0.0340572658025933,1,"TP53I3"
"hypokalemic periodic paralysis, type 2","MONDO_0013234",0.0340309130193673,0.0340309130193673,1,"IL13RA2"
"ventricular septal defect 3","MONDO_0013749",0.0340013466309926,0.0340013466309926,1,"CAVIN2"
"congenital heart defects, multiple types, 9","MONDO_0859532",0.0339865634368052,0.0339865634368052,1,"CAVIN2"
"Wiskott-Aldrich syndrome","MONDO_0010518",0.0339643886455241,0.0339643886455241,1,"GCNT3"
"Fanconi anemia complementation group V","MONDO_0014985",0.0339569970484304,0.0339569970484304,1,"PLAC9"
"autoimmune disease, multisystem, infantile-onset, 2","MONDO_0014861",0.0339200390629619,0.0339200390629619,1,"GCNT3"
"bleeding diathesis due to thromboxane synthesis deficiency","MONDO_0800446",0.033750032329807,0.033750032329807,1,"EMILIN2"
"tenosynovial giant cell tumor","MONDO_0002522",0.0337130743443385,0.0337130743443385,1,"CXCL3"
"tenosynovial giant cell tumor, diffuse type","MONDO_0024686",0.0337130743443385,0.0337130743443385,1,"CXCL3"
"osteoarthritis, hand","MONDO_0006632",0.0337117659837326,0.0337117659837326,1,"ICAM5"
"osteopetrosis, autosomal dominant 3","MONDO_0020848",0.0336835079559637,0.0336835079559637,1,"CXCL3"
"atrial septal defect 7","MONDO_0007173",0.0336613331646826,0.0336613331646826,1,"CAVIN2"
"mental disorder","MONDO_0005084",0.0336507382905848,0.0336507382905848,1,"OASL"
"bleeding disorder, platelet-type, 25","MONDO_0957580",0.0336317667763079,0.0336317667763079,1,"EMILIN2"
"Pulmonary capillary hemangiomatosis","Orphanet_199241",0.0335652424024646,0.0335652424024646,1,"CAVIN2"
"lipodystrophy, congenital generalized, type 5","MONDO_0958023",0.0335430676111835,0.0335430676111835,1,"PLAC9"
"disabling pansclerotic morphea of childhood","MONDO_0957497",0.0333361028925601,0.0333361028925601,1,"PLAC9"
"lobular neoplasia","MONDO_0002486",0.033290521377149,0.033290521377149,1,"C1S"
"sitosterolemia","MONDO_0008863",0.0332769701158106,0.0332769701158106,1,"PLAC9"
"Dubin-Johnson syndrome","MONDO_0009380",0.032951739843688,0.032951739843688,1,"IGFBP6"
"autosomal dominant osteopetrosis 1","MONDO_0011877",0.0328852154698448,0.0328852154698448,1,"CXCL3"
"tall stature-scoliosis-macrodactyly of the great toes syndrome","MONDO_0014401",0.0327521667221583,0.0327521667221583,1,"SDSL"
"Tall stature - scoliosis - macrodactyly of the great toes","Orphanet_329191",0.0327521667221583,0.0327521667221583,1,"SDSL"
"Thrombophlebitis","HP_0004418",0.0326663235731092,0.0326663235731092,1,"SERPINB7"
"phlebitis","MONDO_0004625",0.0326663235731092,0.0326663235731092,1,"SERPINB7"
"familial avascular necrosis of femoral head","MONDO_0012126",0.0325599851977222,0.0325599851977222,1,"SDSL"
"erythema multiforme","MONDO_0006545",0.0325230272122538,0.0325230272122538,1,"BDKRB1"
"delirium","MONDO_0045057",0.0325230272122538,0.0325230272122538,1,"NPTX2"
"polycystic kidney disease 4","MONDO_0033004",0.032493460823879,0.032493460823879,1,"EVI2B"
"sitosterolemia 1","MONDO_0020747",0.0323899784645673,0.0323899784645673,1,"PLAC9"
"autosomal recessive hypophosphatemic rickets","MONDO_0017324",0.0323604120761925,0.0323604120761925,1,"SDSL"
"hypermetabolism due to uncoupled mitochondrial oxidative phosphorylation 2","MONDO_0859302",0.0321534473575691,0.0321534473575691,1,"TP53I11"
"odontomatosis-aortae esophagus stenosis syndrome","MONDO_0008118",0.0320943145808195,0.0320943145808195,1,"IGFBP6"
"Odontomatosis - aortae esophagus stenosis","Orphanet_2724",0.0320943145808195,0.0320943145808195,1,"IGFBP6"
"osteochondritis dissecans","MONDO_0017178",0.0320203986098826,0.0320203986098826,1,"SDSL"
"Familial osteochondritis dissecans","Orphanet_251262",0.0320203986098826,0.0320203986098826,1,"SDSL"
"proximal renal tubular acidosis","MONDO_0008369",0.0320056154156952,0.0320056154156952,1,"SDSL"
"idiopathic hypercalciuria","MONDO_0700418",0.0319834406244141,0.0319834406244141,1,"SDSL"
"familial hemolytic anemia","MONDO_0003689",0.0319062323700484,0.0319062323700484,1,"ERAP2"
"tricuspid atresia","MONDO_0011514",0.0316508187551979,0.0316508187551979,1,"CAVIN2"
"heart defects-limb shortening syndrome","MONDO_0008917",0.0312886304976069,0.0312886304976069,1,"CAVIN2"
"Heart defects - limb shortening","Orphanet_1354",0.0312886304976069,0.0312886304976069,1,"CAVIN2"
"Osteopetrosis with renal tubular acidosis","Orphanet_2785",0.0312664557063258,0.0312664557063258,1,"SDSL"
"maple syrup urine disease type 1B","MONDO_0023692",0.0311999313324825,0.0311999313324825,1,"TP53I11"
"multiminicore myopathy","MONDO_0018948",0.0310447077935149,0.0310447077935149,1,"BDKRB1"
"abdominal obesity-metabolic syndrome 4","MONDO_0032837",0.0309116590458285,0.0309116590458285,1,"PLAC9"
"hereditary thrombocytopenia and hematological cancer predisposition syndrome associated with RUNX1","MONDO_0100083",0.0308377430748915,0.0308377430748915,1,"EMILIN2"
"SLC35A1-congenital disorder of glycosylation","MONDO_0011342",0.0305494707882375,0.0305494707882375,1,"PLAC9"
"thrombocytopenia 9","MONDO_0957572",0.0305051212056753,0.0305051212056753,1,"EMILIN2"
"hypervalinemia and hyperleucine-isoleucinemia","MONDO_0100058",0.0304903380114879,0.0304903380114879,1,"TP53I11"
"hyperparathyroidism 4","MONDO_0024570",0.0303203312783329,0.0303203312783329,1,"SDSL"
"spontaneous abortion","EFO_1001255",0.0303055480841455,0.0303055480841455,1,"MAN1A1"
"kidney cancer","MONDO_0002367",0.0301207581568032,0.0301207581568032,1,"NPTX2"
"iridocyclitis","MONDO_0004773",0.0298752347225495,0.0298752347225495,1,"ERAP2"
"bacterial vaginosis","MONDO_0005316",0.0297281822222715,0.0297281822222715,1,"PI3"
"smoking cessation","EFO_0004319",0.0295843576063258,0.0295843576063258,1,"SDSL"
"sexually transmitted disease","MONDO_0021681",0.0295756452649858,0.0295756452649858,1,"UMPS"
"oral lichen planus","EFO_0008517",0.0288890306299957,0.0288890306299957,1,"PI3"
"Cowden disease","MONDO_0016063",0.0287978675991735,0.0287978675991735,1,"PI3"
"choriocarcinoma","MONDO_0005207",0.0286219065239152,0.0286219065239152,1,"ERAP2"
"Mental deterioration","HP_0001268",0.0285582838034797,0.0285582838034797,1,"NPTX2"
"aging","EFO_0022597",0.0281122693069823,0.0281122693069823,1,"C12orf43"
"amniotic fluid embolism","EFO_1001263",0.0275952958164577,0.0275952958164577,1,"C1S"
"Abnormality of the genital system","HP_0000078",0.0274360219981893,0.0274360219981893,1,"GNG11"
"Hepatic steatosis","HP_0001397",0.0273489092466679,0.0273489092466679,1,"PI3"
"bipolar I disorder","EFO_0009963",0.0270985068859661,0.0270985068859661,1,"PI3"
"irritable bowel syndrome","MONDO_0005052",0.0267048136888091,0.0267048136888091,1,"PI3"
"acquired polycythemia vera","MONDO_0009891",0.0266097495372985,0.0266097495372985,1,"PI3"
"ACPA-positive rheumatoid arthritis","EFO_0009459",0.0263925318789723,0.0263925318789723,1,"ICAM5"
"erythematosquamous dermatosis","MONDO_0006546",0.0263925318789723,0.0263925318789723,1,"ICAM5"
"seborrheic dermatitis","MONDO_0006608",0.0263925318789723,0.0263925318789723,1,"ICAM5"
"pituitary cancer","MONDO_0002109",0.0263436520419255,0.0263436520419255,1,"C1S"
"keratitis","MONDO_0003085",0.02610045366449,0.02610045366449,1,"STOM"
"Renal insufficiency","HP_0000083",0.0258705898279291,0.0258705898279291,1,"ACAA2"
"nephritis","MONDO_0001166",0.0255010099732444,0.0255010099732444,1,"SERPINB7"
"Waldenstrom macroglobulinemia","MONDO_0100280",0.0250239188360022,0.0250239188360022,1,"HAS1"
"spondyloarthropathy","MONDO_0005095",0.0245897927989861,0.0245897927989861,1,"ERAP2"
"alopecia areata","MONDO_0005340",0.0244021694132754,0.0244021694132754,1,"CEP15"
"benign thyroid gland neoplasm","MONDO_0006107",0.0243897700222974,0.0243897700222974,1,"SECTM1"
"rectal cancer","MONDO_0006519",0.0237147073422684,0.0237147073422684,1,"NPTX2"
"proximal spinal muscular atrophy","MONDO_0019079",0.0236531106998209,0.0236531106998209,1,"NPTX2"
"adenomyosis","MONDO_0010888",0.0229139509904515,0.0229139509904515,1,"SLCO4A1"
"cutaneous squamous cell carcinoma","EFO_1001927",0.0228010238126312,0.0228010238126312,1,"C1S"
"ganglioneuroma","MONDO_0005033",0.0221747912810821,0.0221747912810821,1,"BDKRB1"
"inflammatory response","GO_0006954",0.0220848642230211,0.0220848642230211,1,"C12orf43"
"renal fibrosis","MONDO_0000494",0.0218335568175362,0.0218335568175362,1,"BDKRB1"
"atypical teratoid rhabdoid tumor","MONDO_0020560",0.0215497670544109,0.0215497670544109,1,"TP53I3"
"subarachnoid hemorrhage","MONDO_0005099",0.0215108010580204,0.0215108010580204,1,"CEP15"
"Friedreich ataxia","MONDO_0100339",0.0214356315717127,0.0214356315717127,1,"IFIT5"
"vertebral column disorder","MONDO_0000812",0.0212460370249296,0.0212460370249296,1,"CEP15"
"tinea unguium","MONDO_0001628",0.0209957623534479,0.0209957623534479,1,"LCE3D"
"femoral neck fracture","EFO_1001792",0.0201250211110671,0.0201250211110671,1,"CEP15"
"dysplastic nevus","EFO_0004199",0.0199573121529739,0.0199573121529739,1,"HAS1"
"lymphangioma","MONDO_0002013",0.0198871898879152,0.0198871898879152,1,"GNG11"
"hemangioma","MONDO_0006500",0.0198871898879152,0.0198871898879152,1,"GNG11"
"health study participation","EFO_0010130",0.019505596771899,0.019505596771899,1,"TP53I3"
"malaria","MONDO_0005136",0.0194374461515665,0.0194374461515665,1,"UMPS"
"Peyronie disease","MONDO_0008231",0.0193020476757016,0.0193020476757016,1,"GNG11"
"complex regional pain syndrome","MONDO_0019369",0.0186680086868299,0.0186680086868299,1,"SH2D4A"
"keratoconus","MONDO_0015486",0.0184789927342351,0.0184789927342351,1,"ZNF281"
"pancreatitis","MONDO_0004982",0.0175345108833742,0.0175345108833742,1,"C1S"
"gingivitis","MONDO_0002508",0.0166310934608116,0.0166310934608116,1,"STATH"
"supranuclear palsy, progressive, 1","MONDO_0010997",0.0153991606118626,0.0153991606118626,1,"STOM"
"renal pelvis urothelial carcinoma","MONDO_0005221",0.0149529062838822,0.0149529062838822,1,"JPT1"
"large cell neuroendocrine carcinoma","MONDO_0005057",0.0147831941873881,0.0147831941873881,1,"EMILIN2"
"lung carcinoid tumor","MONDO_0006041",0.0147831941873881,0.0147831941873881,1,"ACAA2"
"basaloid carcinoma","MONDO_0006102",0.0147831941873881,0.0147831941873881,1,"UMPS"
"intraepithelial neoplasia","MONDO_0024474",0.0147831941873881,0.0147831941873881,1,"TP53I11"
"Facioscapulohumeral dystrophy","Orphanet_269",0.0147831941873881,0.0147831941873881,1,"TP53I3"
"Goniodysgenesis","Orphanet_98633",0.0147831941873881,0.0147831941873881,1,"OLFML3"
"plexiform neurofibroma","EFO_0000658",0.0145984042600457,0.0145984042600457,1,"EVI2B"
"neurofibroma","MONDO_0016755",0.0145984042600457,0.0145984042600457,1,"EVI2B"
"thymic carcinoma","MONDO_0006451",0.0144752109751508,0.0144752109751508,1,"UMPS"
"thymic epithelial neoplasm","MONDO_0018079",0.0140440344780187,0.0140440344780187,1,"UMPS"
"hereditary stomatocytosis","MONDO_0020102",0.0137431118249157,0.0137431118249157,1,"STOM"
"Familial adenomatous polyposis","Orphanet_733",0.0133048747686493,0.0133048747686493,1,"JPT1"
"ataxia telangiectasia","MONDO_0008840",0.0130387772732763,0.0130387772732763,1,"STOM"
"idiopathic interstitial pneumonia","MONDO_0002429",0.0125657150592799,0.0125657150592799,1,"SLCO4A1"
"xeroderma pigmentosum","MONDO_0019600",0.0125657150592799,0.0125657150592799,1,"ICAM5"
"pediatric acute respiratory distress syndrome","MONDO_0100131",0.0125657150592799,0.0125657150592799,1,"FOLR3"
"gonorrhea","MONDO_0004277",0.0121961352045952,0.0121961352045952,1,"GASK1B"
"lipoid nephrosis","MONDO_0006835",0.0121961352045952,0.0121961352045952,1,"SERPINB7"
"systemic mastocytosis","MONDO_0016586",0.0121961352045952,0.0121961352045952,1,"STATH"
"Venous thrombosis","HP_0004936",0.0121653368833714,0.0121653368833714,1,"EMILIN2"
"Iron deficiency anemia","HP_0001891",0.0118265553499105,0.0118265553499105,1,"ABCB8"
"nutritional disorder","MONDO_0005137",0.0118265553499105,0.0118265553499105,1,"ABCB8"
"leiomyosarcoma","MONDO_0005058",0.0114569754952258,0.0114569754952258,1,"ZNF281"
"chronic rhinosinusitis","MONDO_0006031",0.011311980675108,0.011311980675108,1,"STATH"
"sarcopenia","EFO_1000653",0.0110873956405411,0.0110873956405411,1,"GNG11"
"invasive breast carcinoma","MONDO_0006256",0.0110873956405411,0.0110873956405411,1,"MAN1A1"
"ablepharon macrostomia syndrome","MONDO_0008693",0.0110873956405411,0.0110873956405411,1,"STATH"
"synovial sarcoma","MONDO_0010434",0.0110873956405411,0.0110873956405411,1,"STATH"
"thanatophoric dysplasia","MONDO_0017042",0.0110873956405411,0.0110873956405411,1,"LCE3D"
"scleroderma","MONDO_0019340",0.0110873956405411,0.0110873956405411,1,"EMILIN2"
