gene,class,source,mean_lfc,padj,n_studies,direction_concordance,signature,compound_label,compound_z,spaceflight_dir,compound_dir,reversed,reversed_z1.5,reversed_z2,reversed_z3,concordant_z1.5,reversal_score
SALL1,C6_oncogenic,MSigDB_C6,-0.191945987455391,0.000250721188329644,16,0.8125,"Licochalcone A suppresses the proliferation of sarcoma HT-1080 cells, as a selective R132C mutant IDH1 inhibitor GSE137934_1",licochalcone_A,0.405524102482064,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.077838724287881
HOXB2,C6_oncogenic,MSigDB_C6,-0.261650309157894,0.000252952278295251,18,0.666666666666667,"Licochalcone A suppresses the proliferation of sarcoma HT-1080 cells, as a selective R132C mutant IDH1 inhibitor GSE137934_1",licochalcone_A,-0.440676587005837,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.115303165228723
PLIN2,C6_oncogenic,MSigDB_C6,-0.249230759120296,0.000252952278295251,23,0.608695652173913,"Licochalcone A suppresses the proliferation of sarcoma HT-1080 cells, as a selective R132C mutant IDH1 inhibitor GSE137934_1",licochalcone_A,2.87904238453269,down,up,TRUE,TRUE,TRUE,FALSE,FALSE,0.71754591903659
IFI6,C6_oncogenic,MSigDB_C6,-0.926050348500184,0.000258728687786677,10,0.9,"Licochalcone A suppresses the proliferation of sarcoma HT-1080 cells, as a selective R132C mutant IDH1 inhibitor GSE137934_1",licochalcone_A,0.013451180160277,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.0124564700751633
MXRA8,C6_oncogenic,MSigDB_C6,-0.243823110158891,0.00026477871693458,23,0.652173913043478,"Licochalcone A suppresses the proliferation of sarcoma HT-1080 cells, as a selective R132C mutant IDH1 inhibitor GSE137934_1",licochalcone_A,0.255979969434651,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.0624138322859344
OVGP1,C6_oncogenic,MSigDB_C6,0.15778980078294,0.000268217921004707,22,0.590909090909091,"Licochalcone A suppresses the proliferation of sarcoma HT-1080 cells, as a selective R132C mutant IDH1 inhibitor GSE137934_1",licochalcone_A,0.616405342737441,up,up,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0972624762320806
RAC1,C6_oncogenic,MSigDB_C6,-0.0576715117345589,0.000275123130889181,23,0.739130434782609,"Licochalcone A suppresses the proliferation of sarcoma HT-1080 cells, as a selective R132C mutant IDH1 inhibitor GSE137934_1",licochalcone_A,-0.426757018043708,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0246117223739131
XBP1,C6_oncogenic,MSigDB_C6,-0.167426547924185,0.000275189561753326,23,0.826086956521739,"Licochalcone A suppresses the proliferation of sarcoma HT-1080 cells, as a selective R132C mutant IDH1 inhibitor GSE137934_1",licochalcone_A,1.01472640913285,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.169892139768618
QPCTL,C6_oncogenic,MSigDB_C6,0.0739948110619874,0.000280862299980053,23,0.695652173913043,"Licochalcone A suppresses the proliferation of sarcoma HT-1080 cells, as a selective R132C mutant IDH1 inhibitor GSE137934_1",licochalcone_A,0.220662461496106,up,up,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0163278771468774
RCAN1,C6_oncogenic,MSigDB_C6,-0.0983428221438123,0.000283280446762288,23,0.565217391304348,"Licochalcone A suppresses the proliferation of sarcoma HT-1080 cells, as a selective R132C mutant IDH1 inhibitor GSE137934_1",licochalcone_A,0.719934960205124,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.0708004357465651
TCF7,KEGG_oncogenesis,KEGG,-0.374972336566325,0.000287867531662693,23,0.782608695652174,"Licochalcone A suppresses the proliferation of sarcoma HT-1080 cells, as a selective R132C mutant IDH1 inhibitor GSE137934_1",licochalcone_A,-0.044922958505423,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0168448667162505
TPM3,C6_oncogenic,MSigDB_C6,-0.107737971899354,0.00028858716271531,23,0.826086956521739,"Licochalcone A suppresses the proliferation of sarcoma HT-1080 cells, as a selective R132C mutant IDH1 inhibitor GSE137934_1",licochalcone_A,-0.215390149109927,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.023205697832203
AMPH,C6_oncogenic,MSigDB_C6,-0.401679966499253,0.000293474892731755,20,0.65,"Licochalcone A suppresses the proliferation of sarcoma HT-1080 cells, as a selective R132C mutant IDH1 inhibitor GSE137934_1",licochalcone_A,1.62813710713102,down,up,TRUE,TRUE,FALSE,FALSE,FALSE,0.653990058648578
G6PD,C6_oncogenic,MSigDB_C6,-0.358772728948049,0.000294497040399821,10,0.5,"Licochalcone A suppresses the proliferation of sarcoma HT-1080 cells, as a selective R132C mutant IDH1 inhibitor GSE137934_1",licochalcone_A,0.524375428284348,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.188131603398877
NRROS,C6_oncogenic,MSigDB_C6,-0.322204606434912,0.000310255708559859,22,0.727272727272727,"Licochalcone A suppresses the proliferation of sarcoma HT-1080 cells, as a selective R132C mutant IDH1 inhibitor GSE137934_1",licochalcone_A,0.330661908797135,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.106540790186997
C1orf52,C6_oncogenic,MSigDB_C6,0.168891185816475,0.00031273369109019,10,0.7,"Licochalcone A suppresses the proliferation of sarcoma HT-1080 cells, as a selective R132C mutant IDH1 inhibitor GSE137934_1",licochalcone_A,-0.0039733448724321,up,down,TRUE,FALSE,FALSE,FALSE,FALSE,0.000671062927162868
PSME2,C6_oncogenic,MSigDB_C6,-0.151206459548247,0.000314497934866007,23,0.739130434782609,"Licochalcone A suppresses the proliferation of sarcoma HT-1080 cells, as a selective R132C mutant IDH1 inhibitor GSE137934_1",licochalcone_A,-0.101504965984796,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0153482065331263
FGFR3,oncogene,Curated,-0.371872790072963,0.000320562758473875,22,0.681818181818182,"Licochalcone A suppresses the proliferation of sarcoma HT-1080 cells, as a selective R132C mutant IDH1 inhibitor GSE137934_1",licochalcone_A,0.502693553735476,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.186938054379305
CAP1,C6_oncogenic,MSigDB_C6,-0.173601692282949,0.000321215586339435,23,0.695652173913043,"Licochalcone A suppresses the proliferation of sarcoma HT-1080 cells, as a selective R132C mutant IDH1 inhibitor GSE137934_1",licochalcone_A,-0.155309152800093,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0269619317531273
FOXF2,C6_oncogenic,MSigDB_C6,-0.451933804928557,0.000327121118267023,11,0.545454545454545,"Licochalcone A suppresses the proliferation of sarcoma HT-1080 cells, as a selective R132C mutant IDH1 inhibitor GSE137934_1",licochalcone_A,0.330692267356763,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.149451014646993
CSRP1,C6_oncogenic,MSigDB_C6,-0.173112950660487,0.000333921186629178,23,0.695652173913043,"Licochalcone A suppresses the proliferation of sarcoma HT-1080 cells, as a selective R132C mutant IDH1 inhibitor GSE137934_1",licochalcone_A,-0.775366077065878,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.134225909442921
TCTA,C6_oncogenic,MSigDB_C6,-0.210070011131487,0.000350499292664066,23,0.652173913043478,"Licochalcone A suppresses the proliferation of sarcoma HT-1080 cells, as a selective R132C mutant IDH1 inhibitor GSE137934_1",licochalcone_A,-0.415090450573655,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0871980555725817
RNF6,C6_oncogenic,MSigDB_C6,-0.103138417001141,0.00035089911453016,23,0.739130434782609,"Licochalcone A suppresses the proliferation of sarcoma HT-1080 cells, as a selective R132C mutant IDH1 inhibitor GSE137934_1",licochalcone_A,0.64538526457258,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.0665640145438785
NQO1,C6_oncogenic,MSigDB_C6,-0.196875039515808,0.000352875570699785,23,0.521739130434783,"Licochalcone A suppresses the proliferation of sarcoma HT-1080 cells, as a selective R132C mutant IDH1 inhibitor GSE137934_1",licochalcone_A,0.888798030502314,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.174982147376715
MLLT6,C6_oncogenic,MSigDB_C6,0.124879053726328,0.000359029342290799,23,0.608695652173913,"Licochalcone A suppresses the proliferation of sarcoma HT-1080 cells, as a selective R132C mutant IDH1 inhibitor GSE137934_1",licochalcone_A,0.224763205302697,up,up,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0280682163906972
CNOT8,C6_oncogenic,MSigDB_C6,-0.0684584778696571,0.000364245330891305,23,0.869565217391304,"Licochalcone A suppresses the proliferation of sarcoma HT-1080 cells, as a selective R132C mutant IDH1 inhibitor GSE137934_1",licochalcone_A,-0.231472827967782,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0158462774708593
CEBPB,C6_oncogenic,MSigDB_C6,-0.269541451242729,0.000372259376926793,23,0.739130434782609,"Licochalcone A suppresses the proliferation of sarcoma HT-1080 cells, as a selective R132C mutant IDH1 inhibitor GSE137934_1",licochalcone_A,1.77227175400144,down,up,TRUE,TRUE,FALSE,FALSE,FALSE,0.477700700570046
PLEKHG5,KEGG_oncogenesis,KEGG,0.0848059167296949,0.000372259376926793,23,0.608695652173913,"Licochalcone A suppresses the proliferation of sarcoma HT-1080 cells, as a selective R132C mutant IDH1 inhibitor GSE137934_1",licochalcone_A,0.708945604010181,up,up,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0601227818595706
GADD45A,TSG,Curated,-0.192320004726535,0.000372483745197174,23,0.608695652173913,"Licochalcone A suppresses the proliferation of sarcoma HT-1080 cells, as a selective R132C mutant IDH1 inhibitor GSE137934_1",licochalcone_A,0.395817225153808,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.0761235706124243
ANLN,C6_oncogenic,MSigDB_C6,0.134630391487176,0.000374846969271803,23,0.565217391304348,"Licochalcone A suppresses the proliferation of sarcoma HT-1080 cells, as a selective R132C mutant IDH1 inhibitor GSE137934_1",licochalcone_A,-2.91449183977273,up,down,TRUE,TRUE,TRUE,FALSE,FALSE,0.392379177374782
NTN4,C6_oncogenic,MSigDB_C6,-0.0992640387594216,0.00037704769887436,23,0.608695652173913,"Licochalcone A suppresses the proliferation of sarcoma HT-1080 cells, as a selective R132C mutant IDH1 inhibitor GSE137934_1",licochalcone_A,0.545386646280918,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.0541372811953
SERPINH1,C6_oncogenic,MSigDB_C6,-0.190879599320702,0.00037704769887436,23,0.608695652173913,"Licochalcone A suppresses the proliferation of sarcoma HT-1080 cells, as a selective R132C mutant IDH1 inhibitor GSE137934_1",licochalcone_A,-0.886357022343325,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.169187473279984
NES,C6_oncogenic,MSigDB_C6,0.186461890540981,0.000382466138726708,23,0.782608695652174,"Licochalcone A suppresses the proliferation of sarcoma HT-1080 cells, as a selective R132C mutant IDH1 inhibitor GSE137934_1",licochalcone_A,-3.46632736157649,up,down,TRUE,TRUE,TRUE,TRUE,FALSE,0.646337953073483
BCL6,C6_oncogenic,MSigDB_C6,-0.242612805230889,0.000383666595578241,23,0.608695652173913,"Licochalcone A suppresses the proliferation of sarcoma HT-1080 cells, as a selective R132C mutant IDH1 inhibitor GSE137934_1",licochalcone_A,1.13420254405728,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.275172060913747
PSME3,C6_oncogenic,MSigDB_C6,-0.102651522707723,0.000384350103273987,23,0.695652173913043,"Licochalcone A suppresses the proliferation of sarcoma HT-1080 cells, as a selective R132C mutant IDH1 inhibitor GSE137934_1",licochalcone_A,-0.436981020955134,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0448567671954199
NR3C1,C6_oncogenic,MSigDB_C6,-0.0981267648597683,0.000384481735576544,23,0.695652173913043,"Licochalcone A suppresses the proliferation of sarcoma HT-1080 cells, as a selective R132C mutant IDH1 inhibitor GSE137934_1",licochalcone_A,-0.212289279632372,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0208312602247353
SMO,oncogene,Curated,-0.209756174115519,0.000388226194769677,23,0.565217391304348,"Licochalcone A suppresses the proliferation of sarcoma HT-1080 cells, as a selective R132C mutant IDH1 inhibitor GSE137934_1",licochalcone_A,-1.35538404177737,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.28430017106045
CADM3,C6_oncogenic,MSigDB_C6,-0.497176611747788,0.000393446712328943,19,0.631578947368421,"Licochalcone A suppresses the proliferation of sarcoma HT-1080 cells, as a selective R132C mutant IDH1 inhibitor GSE137934_1",licochalcone_A,-2.1834891488651,down,down,FALSE,FALSE,FALSE,FALSE,TRUE,-1.08557973682081
EML6,C6_oncogenic,MSigDB_C6,0.117200366026267,0.000397749657409132,23,0.695652173913043,"Licochalcone A suppresses the proliferation of sarcoma HT-1080 cells, as a selective R132C mutant IDH1 inhibitor GSE137934_1",licochalcone_A,1.07713927680915,up,up,FALSE,FALSE,FALSE,FALSE,FALSE,-0.126241117503301
MYO15A,C6_oncogenic,MSigDB_C6,0.305153701430225,0.000397749657409132,17,0.647058823529412,"Licochalcone A suppresses the proliferation of sarcoma HT-1080 cells, as a selective R132C mutant IDH1 inhibitor GSE137934_1",licochalcone_A,-0.404801171740074,up,down,TRUE,FALSE,FALSE,FALSE,FALSE,0.123526575899776
STEAP1,C6_oncogenic,MSigDB_C6,-0.38827432750406,0.000398498902290914,15,0.6,"Licochalcone A suppresses the proliferation of sarcoma HT-1080 cells, as a selective R132C mutant IDH1 inhibitor GSE137934_1",licochalcone_A,1.40458380096439,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.545363830742544
CCL3,C6_oncogenic,MSigDB_C6,-0.646431514055168,0.000425503528518358,5,0.6,"Licochalcone A suppresses the proliferation of sarcoma HT-1080 cells, as a selective R132C mutant IDH1 inhibitor GSE137934_1",licochalcone_A,-0.401631268550657,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.259627109021099
ZMYM3,C6_oncogenic,MSigDB_C6,0.0731524372919763,0.00042819949818508,23,0.565217391304348,"Licochalcone A suppresses the proliferation of sarcoma HT-1080 cells, as a selective R132C mutant IDH1 inhibitor GSE137934_1",licochalcone_A,-0.428020302870388,up,down,TRUE,FALSE,FALSE,FALSE,FALSE,0.0313107283654188
TSC22D1,C6_oncogenic,MSigDB_C6,-0.136525086481655,0.000432871115649507,23,0.608695652173913,"Licochalcone A suppresses the proliferation of sarcoma HT-1080 cells, as a selective R132C mutant IDH1 inhibitor GSE137934_1",licochalcone_A,-0.274623807005255,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0374930390013137
PPIF,C6_oncogenic,MSigDB_C6,-0.116302105922137,0.000437798120887222,23,0.521739130434783,"Licochalcone A suppresses the proliferation of sarcoma HT-1080 cells, as a selective R132C mutant IDH1 inhibitor GSE137934_1",licochalcone_A,1.00234656935675,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.116575016880019
TMOD1,C6_oncogenic,MSigDB_C6,0.447952728711605,0.000441790056850658,19,0.736842105263158,"Licochalcone A suppresses the proliferation of sarcoma HT-1080 cells, as a selective R132C mutant IDH1 inhibitor GSE137934_1",licochalcone_A,1.09844573358988,up,up,FALSE,FALSE,FALSE,FALSE,FALSE,-0.492051763703209
PLS3,C6_oncogenic,MSigDB_C6,-0.17625928124177,0.000455313099771032,23,0.695652173913043,"Licochalcone A suppresses the proliferation of sarcoma HT-1080 cells, as a selective R132C mutant IDH1 inhibitor GSE137934_1",licochalcone_A,-0.709016759774255,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.124970784466179
ACTR1B,C6_oncogenic,MSigDB_C6,0.119909036050773,0.000457873610109656,23,0.652173913043478,"Licochalcone A suppresses the proliferation of sarcoma HT-1080 cells, as a selective R132C mutant IDH1 inhibitor GSE137934_1",licochalcone_A,-0.0524503825511297,up,down,TRUE,FALSE,FALSE,FALSE,FALSE,0.00628927481220025
GAP43,C6_oncogenic,MSigDB_C6,-0.536752581517282,0.000480381872608989,13,0.769230769230769,"Licochalcone A suppresses the proliferation of sarcoma HT-1080 cells, as a selective R132C mutant IDH1 inhibitor GSE137934_1",licochalcone_A,-1.89338365897152,down,down,FALSE,FALSE,FALSE,FALSE,TRUE,-1.0162785667556
PTPN22,C6_oncogenic,MSigDB_C6,-0.388107826696078,0.000480381872608989,21,0.571428571428571,"Licochalcone A suppresses the proliferation of sarcoma HT-1080 cells, as a selective R132C mutant IDH1 inhibitor GSE137934_1",licochalcone_A,-0.230896008779014,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0896125481600215
UBE2L6,C6_oncogenic,MSigDB_C6,-0.248859335576692,0.000480381872608989,23,0.782608695652174,"Licochalcone A suppresses the proliferation of sarcoma HT-1080 cells, as a selective R132C mutant IDH1 inhibitor GSE137934_1",licochalcone_A,0.36502345530594,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.0908394945573447
PSORS1C1,C6_oncogenic,MSigDB_C6,-0.542228969447245,0.000484426721834753,9,0.666666666666667,"Licochalcone A suppresses the proliferation of sarcoma HT-1080 cells, as a selective R132C mutant IDH1 inhibitor GSE137934_1",licochalcone_A,0.368438843392013,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.199778214356786
PPFIA4,C6_oncogenic,MSigDB_C6,0.184605817988315,0.000500509668062978,23,0.565217391304348,"Licochalcone A suppresses the proliferation of sarcoma HT-1080 cells, as a selective R132C mutant IDH1 inhibitor GSE137934_1",licochalcone_A,1.52729284143921,up,up,FALSE,FALSE,FALSE,FALSE,TRUE,-0.281947144301584
GDF15,SASP,Curated,-0.331744523521257,0.000500800681854376,20,0.75,"Licochalcone A suppresses the proliferation of sarcoma HT-1080 cells, as a selective R132C mutant IDH1 inhibitor GSE137934_1",licochalcone_A,-0.405738560534464,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.134601545438707
HSD17B7,C6_oncogenic,MSigDB_C6,0.159335608765655,0.000502849228613524,23,0.695652173913043,"Licochalcone A suppresses the proliferation of sarcoma HT-1080 cells, as a selective R132C mutant IDH1 inhibitor GSE137934_1",licochalcone_A,0.337103980014038,up,up,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0537126678728619
OSTM1,C6_oncogenic,MSigDB_C6,-0.103527791062636,0.000509617053857358,23,0.608695652173913,"Licochalcone A suppresses the proliferation of sarcoma HT-1080 cells, as a selective R132C mutant IDH1 inhibitor GSE137934_1",licochalcone_A,1.00246939983184,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.103783442572477
FUT3,C6_oncogenic,MSigDB_C6,1.47298426905801,0.000521698698994221,5,0.4,"Licochalcone A suppresses the proliferation of sarcoma HT-1080 cells, as a selective R132C mutant IDH1 inhibitor GSE137934_1",licochalcone_A,-0.0788344097798193,up,down,TRUE,FALSE,FALSE,FALSE,FALSE,0.116121845466147
ANGPT1,C6_oncogenic,MSigDB_C6,-0.143466840645683,0.000523081875698463,21,0.619047619047619,"Licochalcone A suppresses the proliferation of sarcoma HT-1080 cells, as a selective R132C mutant IDH1 inhibitor GSE137934_1",licochalcone_A,-1.63627587014556,down,down,FALSE,FALSE,FALSE,FALSE,TRUE,-0.23475132951455
CTSK,C6_oncogenic,MSigDB_C6,-0.242925836543716,0.000534160795392637,23,0.565217391304348,"Licochalcone A suppresses the proliferation of sarcoma HT-1080 cells, as a selective R132C mutant IDH1 inhibitor GSE137934_1",licochalcone_A,-0.860800874701063,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.209110772584318
KCNC4,C6_oncogenic,MSigDB_C6,-0.194244335496355,0.000579421773044728,16,0.5625,"Licochalcone A suppresses the proliferation of sarcoma HT-1080 cells, as a selective R132C mutant IDH1 inhibitor GSE137934_1",licochalcone_A,0.687216698322279,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.13348795090761
TFPI2,C6_oncogenic,MSigDB_C6,-0.481066879493605,0.000583288579599106,20,0.6,"Licochalcone A suppresses the proliferation of sarcoma HT-1080 cells, as a selective R132C mutant IDH1 inhibitor GSE137934_1",licochalcone_A,0.175048127721779,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.0842098565643142
PCOLCE2,C6_oncogenic,MSigDB_C6,-0.505318407619738,0.000590304539722228,23,0.652173913043478,"Licochalcone A suppresses the proliferation of sarcoma HT-1080 cells, as a selective R132C mutant IDH1 inhibitor GSE137934_1",licochalcone_A,1.1442100074331,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.578190378938662
XAF1,C6_oncogenic,MSigDB_C6,-0.40343497770928,0.000595091403986823,21,0.571428571428571,"Licochalcone A suppresses the proliferation of sarcoma HT-1080 cells, as a selective R132C mutant IDH1 inhibitor GSE137934_1",licochalcone_A,0.613073444162102,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.247335271279689
FGF7,C6_oncogenic,MSigDB_C6,-0.293505790922781,0.000596621403277791,16,0.5625,"Licochalcone A suppresses the proliferation of sarcoma HT-1080 cells, as a selective R132C mutant IDH1 inhibitor GSE137934_1",licochalcone_A,-0.467728460899268,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.137281011853335
NRP1,C6_oncogenic,MSigDB_C6,-0.205088653101517,0.000601973427261486,23,0.565217391304348,"Licochalcone A suppresses the proliferation of sarcoma HT-1080 cells, as a selective R132C mutant IDH1 inhibitor GSE137934_1",licochalcone_A,-0.438094706027865,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0898482531901599
PLTP,C6_oncogenic,MSigDB_C6,-0.222322718879215,0.00061001845203762,23,0.652173913043478,"Licochalcone A suppresses the proliferation of sarcoma HT-1080 cells, as a selective R132C mutant IDH1 inhibitor GSE137934_1",licochalcone_A,2.82874609807513,down,up,TRUE,TRUE,TRUE,FALSE,FALSE,0.628894523543034
SLC4A5,C6_oncogenic,MSigDB_C6,0.47685579940249,0.00061001845203762,12,0.833333333333333,"Licochalcone A suppresses the proliferation of sarcoma HT-1080 cells, as a selective R132C mutant IDH1 inhibitor GSE137934_1",licochalcone_A,0.583649911844868,up,up,FALSE,FALSE,FALSE,FALSE,FALSE,-0.278316845283978
TLE4,C6_oncogenic,MSigDB_C6,-0.115238151573555,0.000610513411652954,23,0.521739130434783,"Licochalcone A suppresses the proliferation of sarcoma HT-1080 cells, as a selective R132C mutant IDH1 inhibitor GSE137934_1",licochalcone_A,-1.36764766472477,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.157605188886772
NUP62,C6_oncogenic,MSigDB_C6,-0.11312436361116,0.000618555850855864,23,0.695652173913043,"Licochalcone A suppresses the proliferation of sarcoma HT-1080 cells, as a selective R132C mutant IDH1 inhibitor GSE137934_1",licochalcone_A,-0.0428110176158247,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.00484296912333633
OBSCN,C6_oncogenic,MSigDB_C6,0.212633740841891,0.000619787292871145,23,0.739130434782609,"Licochalcone A suppresses the proliferation of sarcoma HT-1080 cells, as a selective R132C mutant IDH1 inhibitor GSE137934_1",licochalcone_A,0.0843627918019525,up,up,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0179383760087148
RPS6KA4,C6_oncogenic,MSigDB_C6,-0.191494830625348,0.0006363485760253,21,0.666666666666667,"Licochalcone A suppresses the proliferation of sarcoma HT-1080 cells, as a selective R132C mutant IDH1 inhibitor GSE137934_1",licochalcone_A,0.219557395348345,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.0420441062347739
GLT8D2,C6_oncogenic,MSigDB_C6,-0.102618906411246,0.000641707637429643,22,0.590909090909091,"Licochalcone A suppresses the proliferation of sarcoma HT-1080 cells, as a selective R132C mutant IDH1 inhibitor GSE137934_1",licochalcone_A,-1.3052506509874,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.133943394396894
PRDM1,C6_oncogenic,MSigDB_C6,-0.488457343205597,0.000673663030723798,23,0.652173913043478,"Licochalcone A suppresses the proliferation of sarcoma HT-1080 cells, as a selective R132C mutant IDH1 inhibitor GSE137934_1",licochalcone_A,2.59072121553605,down,up,TRUE,TRUE,TRUE,FALSE,FALSE,1.26545680192712
SLC43A3,C6_oncogenic,MSigDB_C6,-0.283191017272539,0.000683194872260635,23,0.608695652173913,"Licochalcone A suppresses the proliferation of sarcoma HT-1080 cells, as a selective R132C mutant IDH1 inhibitor GSE137934_1",licochalcone_A,-0.444099855551452,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.125765089864203
EMP2,C6_oncogenic,MSigDB_C6,-0.146625822596706,0.000684379047717408,23,0.608695652173913,"Licochalcone A suppresses the proliferation of sarcoma HT-1080 cells, as a selective R132C mutant IDH1 inhibitor GSE137934_1",licochalcone_A,-1.12742228395647,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.165309219798974
DHCR7,C6_oncogenic,MSigDB_C6,0.123847696712187,0.000695801302772444,23,0.434782608695652,"Licochalcone A suppresses the proliferation of sarcoma HT-1080 cells, as a selective R132C mutant IDH1 inhibitor GSE137934_1",licochalcone_A,0.387606195954308,up,up,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0480041346003136
ASPHD1,C6_oncogenic,MSigDB_C6,-0.533397625586043,0.000699671883891092,14,0.714285714285714,"Licochalcone A suppresses the proliferation of sarcoma HT-1080 cells, as a selective R132C mutant IDH1 inhibitor GSE137934_1",licochalcone_A,0.0775833643045151,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.0413827823050053
RGS17,C6_oncogenic,MSigDB_C6,0.0975784148657508,0.000700483345277092,17,0.705882352941177,"Licochalcone A suppresses the proliferation of sarcoma HT-1080 cells, as a selective R132C mutant IDH1 inhibitor GSE137934_1",licochalcone_A,1.00650292688528,up,up,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0982129601632047
NFE2L2,C6_oncogenic,MSigDB_C6,-0.105251340858076,0.000715221156239124,23,0.695652173913043,"Licochalcone A suppresses the proliferation of sarcoma HT-1080 cells, as a selective R132C mutant IDH1 inhibitor GSE137934_1",licochalcone_A,0.367776008866672,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.0387089180686489
PTBP2,C6_oncogenic,MSigDB_C6,0.138111067300096,0.000717524456410825,23,0.739130434782609,"Licochalcone A suppresses the proliferation of sarcoma HT-1080 cells, as a selective R132C mutant IDH1 inhibitor GSE137934_1",licochalcone_A,-0.478395868883957,up,down,TRUE,FALSE,FALSE,FALSE,FALSE,0.0660717640435201
MTF1,C6_oncogenic,MSigDB_C6,-0.0895355986638398,0.000730137691120194,23,0.695652173913043,"Licochalcone A suppresses the proliferation of sarcoma HT-1080 cells, as a selective R132C mutant IDH1 inhibitor GSE137934_1",licochalcone_A,0.395742726576871,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.0354330619409204
SEMA6D,C6_oncogenic,MSigDB_C6,0.245272450397832,0.000730304680588167,21,0.666666666666667,"Licochalcone A suppresses the proliferation of sarcoma HT-1080 cells, as a selective R132C mutant IDH1 inhibitor GSE137934_1",licochalcone_A,1.19854309610755,up,up,FALSE,FALSE,FALSE,FALSE,FALSE,-0.293969602089703
KHDRBS3,C6_oncogenic,MSigDB_C6,-0.0957399822166049,0.000732885869774538,23,0.565217391304348,"Licochalcone A suppresses the proliferation of sarcoma HT-1080 cells, as a selective R132C mutant IDH1 inhibitor GSE137934_1",licochalcone_A,-0.51641258672464,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.049441331869448
RND3,C6_oncogenic,MSigDB_C6,-0.232933506317752,0.000737604235964869,23,0.652173913043478,"Licochalcone A suppresses the proliferation of sarcoma HT-1080 cells, as a selective R132C mutant IDH1 inhibitor GSE137934_1",licochalcone_A,1.97184141822381,down,up,TRUE,TRUE,FALSE,FALSE,FALSE,0.459307935449442
