"disease","primekg_padj","primekg_n_overlap","primekg_n_disease_genes","ot_n_genes","ot_mean_score","ot_max_score","primekg_score","ot_score","combined_score"
"arrhythmogenic right ventricular dysplasia, familial, 14",NA,NA,NA,1,0.055370453828862,0.055370453828862,0,0.0126582278481013,0.0126582278481013
"Basal ganglia calcification",NA,NA,NA,1,0.0553649101310418,0.0553649101310418,0,0.0126582278481013,0.0126582278481013
"Spectrin-associated autosomal recessive cerebellar ataxia",NA,NA,NA,1,0.0553390395412138,0.0553390395412138,0,0.0126582278481013,0.0126582278481013
"Aland island eye disease",NA,NA,NA,1,0.055335343742667,0.055335343742667,0,0.0126582278481013,0.0126582278481013
"Åland Islands eye disease",NA,NA,NA,1,0.055335343742667,0.055335343742667,0,0.0126582278481013,0.0126582278481013
"fish eye disease",NA,NA,NA,1,0.0552817546637377,0.0552817546637377,0,0.0126582278481013,0.0126582278481013
"Fish-eye disease",NA,NA,NA,1,0.0552817546637377,0.0552817546637377,0,0.0126582278481013,0.0126582278481013
"cataract 5 multiple types",NA,NA,NA,1,0.0552226218869881,0.0552226218869881,0,0.0126582278481013,0.0126582278481013
"ventricular arrhythmias due to cardiac ryanodine receptor calcium release deficiency syndrome",NA,NA,NA,1,0.0551930554986134,0.0551930554986134,0,0.0126582278481013,0.0126582278481013
"breast disorder",NA,NA,NA,1,0.0551685279460519,0.0551685279460519,0,0.0126582278481013,0.0126582278481013
"Dysequilibrium syndrome",NA,NA,NA,1,0.0551458827366057,0.0551458827366057,0,0.0126582278481013,0.0126582278481013
"eosinophilic granulomatosis with polyangiitis",NA,NA,NA,1,0.0550673983480206,0.0550673983480206,0,0.0126582278481013,0.0126582278481013
"epidermolysis bullosa simplex 2A, generalized severe",NA,NA,NA,1,0.0550600067509269,0.0550600067509269,0,0.0126582278481013,0.0126582278481013
"cataract 16 multiple types",NA,NA,NA,1,0.0550008739741773,0.0550008739741773,0,0.0126582278481013,0.0126582278481013
"scrapie",NA,NA,NA,1,0.0546978184933359,0.0546978184933359,0,0.0126582278481013,0.0126582278481013
"cardiomyopathy, familial restrictive, 3",NA,NA,NA,1,0.0546534689107737,0.0546534689107737,0,0.0126582278481013,0.0126582278481013
"sarcosinemia",NA,NA,NA,1,0.0546239025223989,0.0546239025223989,0,0.0126582278481013,0.0126582278481013
"UV-sensitive syndrome 3",NA,NA,NA,1,0.0545278117601809,0.0545278117601809,0,0.0126582278481013,0.0126582278481013
"UV-sensitive syndrome",NA,NA,NA,1,0.0545278117601809,0.0545278117601809,0,0.0126582278481013,0.0126582278481013
"familial idiopathic dilatation of the right atrium",NA,NA,NA,1,0.0544317209979629,0.0544317209979629,0,0.0126582278481013,0.0126582278481013
"Leber congenital amaurosis 6",NA,NA,NA,1,0.0542136688836989,0.0542136688836989,0,0.0126582278481013,0.0126582278481013
"surfactant metabolism dysfunction, pulmonary, 1",NA,NA,NA,1,0.0540880117331061,0.0540880117331061,0,0.0126582278481013,0.0126582278481013
"combined immunodeficiency due to DOCK8 deficiency",NA,NA,NA,1,0.0540769243374656,0.0540769243374656,0,0.0126582278481013,0.0126582278481013
"sick sinus syndrome 2, autosomal dominant",NA,NA,NA,1,0.0539438755897791,0.0539438755897791,0,0.0126582278481013,0.0126582278481013
"spermatogenic failure 70",NA,NA,NA,1,0.0538847428130295,0.0538847428130295,0,0.0126582278481013,0.0126582278481013
"Heinz body anemia",NA,NA,NA,1,0.0538108268420926,0.0538108268420926,0,0.0126582278481013,0.0126582278481013
"hyperlipidemia due to hepatic triglyceride lipase deficiency",NA,NA,NA,1,0.0537110402813277,0.0537110402813277,0,0.0126582278481013,0.0126582278481013
"vein of Galen aneurysm",NA,NA,NA,1,0.0531086251181916,0.0531086251181916,0,0.0126582278481013,0.0126582278481013
"spermatogenic failure 63",NA,NA,NA,1,0.0528794856082871,0.0528794856082871,0,0.0126582278481013,0.0126582278481013
"intellectual developmental disorder and retinitis pigmentosa; IDDRP",NA,NA,NA,1,0.05287024611192,0.05287024611192,0,0.0126582278481013,0.0126582278481013
"granular corneal dystrophy type II",NA,NA,NA,1,0.052809265435897,0.052809265435897,0,0.0126582278481013,0.0126582278481013
"idiopathic panuveitis",NA,NA,NA,1,0.0528037217380768,0.0528037217380768,0,0.0126582278481013,0.0126582278481013
"spermatogenic failure, X-linked, 6",NA,NA,NA,1,0.0520664099279808,0.0520664099279808,0,0.0126582278481013,0.0126582278481013
"Young syndrome",NA,NA,NA,1,0.051879772101365,0.051879772101365,0,0.0126582278481013,0.0126582278481013
"hypoalphalipoproteinemia, primary, 2, intermediate",NA,NA,NA,1,0.0517559628500456,0.0517559628500456,0,0.0126582278481013,0.0126582278481013
"Hypertryptophanemia",NA,NA,NA,1,0.0514159493837357,0.0514159493837357,0,0.0126582278481013,0.0126582278481013
"spermatogenic failure 81",NA,NA,NA,1,0.0513346418157051,0.0513346418157051,0,0.0126582278481013,0.0126582278481013
"bronchiolitis obliterans syndrome",NA,NA,NA,1,0.0511128939028943,0.0511128939028943,0,0.0126582278481013,0.0126582278481013
"alpha 1-antitrypsin deficiency",NA,NA,NA,1,0.0510537611261447,0.0510537611261447,0,0.0126582278481013,0.0126582278481013
"Alpha-1-antitrypsin deficiency",NA,NA,NA,1,0.0510537611261447,0.0510537611261447,0,0.0126582278481013,0.0126582278481013
"wet macular degeneration",NA,NA,NA,1,0.0508890927686685,0.0508890927686685,0,0.0126582278481013,0.0126582278481013
"ichthyosis, annular epidermolytic, 2",NA,NA,NA,1,0.0507507056453032,0.0507507056453032,0,0.0126582278481013,0.0126582278481013
"interstitial lung disease 1",NA,NA,NA,1,0.0506398316888978,0.0506398316888978,0,0.0126582278481013,0.0126582278481013
"epidermolysis bullosa simplex 1B, generalized intermediate",NA,NA,NA,1,0.050588090509242,0.050588090509242,0,0.0126582278481013,0.0126582278481013
"pyruvate kinase deficiency of red cells",NA,NA,NA,1,0.0503885173877122,0.0503885173877122,0,0.0126582278481013,0.0126582278481013
"hemolytic anemia due to adenylate kinase deficiency",NA,NA,NA,1,0.0503663425964312,0.0503663425964312,0,0.0126582278481013,0.0126582278481013
"maple syrup urine disease, mild variant",NA,NA,NA,1,0.0500854619068708,0.0500854619068708,0,0.0126582278481013,0.0126582278481013
"oculocutaneous albinism type 2",NA,NA,NA,1,0.0499320862671766,0.0499320862671766,0,0.0126582278481013,0.0126582278481013
"temporal arteritis",NA,NA,NA,1,0.0498932803824347,0.0498932803824347,0,0.0126582278481013,0.0126582278481013
"congenital dyserythropoietic anemia type 4",NA,NA,NA,1,0.0497140341529127,0.0497140341529127,0,0.0126582278481013,0.0126582278481013
"Congenital dyserythropoietic anemia type IV",NA,NA,NA,1,0.0497140341529127,0.0497140341529127,0,0.0126582278481013,0.0126582278481013
"pulmonary alveolar proteinosis with hypogammaglobulinemia",NA,NA,NA,1,0.0493074963127595,0.0493074963127595,0,0.0126582278481013,0.0126582278481013
"congenital hydronephrosis",NA,NA,NA,1,0.0490062887311915,0.0490062887311915,0,0.0126582278481013,0.0126582278481013
"sitosterolemia 2",NA,NA,NA,1,0.0489988971340978,0.0489988971340978,0,0.0126582278481013,0.0126582278481013
"bleeding disorder, platelet-type, 24",NA,NA,NA,1,0.0489841139399104,0.0489841139399104,0,0.0126582278481013,0.0126582278481013
"spontaneous coronary artery dissection",NA,NA,NA,1,0.0489619391486293,0.0489619391486293,0,0.0126582278481013,0.0126582278481013
"idiopathic spontaneous coronary artery dissection",NA,NA,NA,1,0.0489619391486293,0.0489619391486293,0,0.0126582278481013,0.0126582278481013
"T-B+ severe combined immunodeficiency due to gamma chain deficiency",NA,NA,NA,1,0.0487272559409045,0.0487272559409045,0,0.0126582278481013,0.0126582278481013
"Familial hemophagocytic lymphohistiocytosis",NA,NA,NA,1,0.0486469749835813,0.0486469749835813,0,0.0126582278481013,0.0126582278481013
"46,XY complete gonadal dysgenesis",NA,NA,NA,1,0.0483040870072905,0.0483040870072905,0,0.0126582278481013,0.0126582278481013
"Liddle syndrome 2",NA,NA,NA,1,0.0481636466625103,0.0481636466625103,0,0.0126582278481013,0.0126582278481013
"Liddle syndrome 3",NA,NA,NA,1,0.0481636466625103,0.0481636466625103,0,0.0126582278481013,0.0126582278481013
"hyperthyroxinemia",NA,NA,NA,1,0.047712759239795,0.047712759239795,0,0.0126582278481013,0.0126582278481013
"dehydrated hereditary stomatocytosis with or without pseudohyperkalemia and/or perinatal edema",NA,NA,NA,1,0.0474392701473283,0.0474392701473283,0,0.0126582278481013,0.0126582278481013
"retinitis pigmentosa 71",NA,NA,NA,1,0.0474392701473283,0.0474392701473283,0,0.0126582278481013,0.0126582278481013
"hyper-IgM syndrome type 3",NA,NA,NA,1,0.0473431793851103,0.0473431793851103,0,0.0126582278481013,0.0126582278481013
"NF2-related schwannomatosis",NA,NA,NA,1,0.0472969819032747,0.0472969819032747,0,0.0126582278481013,0.0126582278481013
"immunodeficiency 11b with atopic dermatitis",NA,NA,NA,1,0.047158389457768,0.047158389457768,0,0.0126582278481013,0.0126582278481013
"Bruton-type agammaglobulinemia",NA,NA,NA,1,0.0470401239042689,0.0470401239042689,0,0.0126582278481013,0.0126582278481013
"autosomal recessive palmoplantar keratoderma and congenital alopecia",NA,NA,NA,1,0.0467370684234274,0.0467370684234274,0,0.0126582278481013,0.0126582278481013
"Immunodeficiency by defective expression of HLA class 1",NA,NA,NA,1,0.0466705440495841,0.0466705440495841,0,0.0126582278481013,0.0126582278481013
"combined immunodeficiency due to partial RAG1 deficiency",NA,NA,NA,1,0.0466114112728346,0.0466114112728346,0,0.0126582278481013,0.0126582278481013
"Combined immunodeficiency T+ B+ due to partial RAG1 deficiency",NA,NA,NA,1,0.0466114112728346,0.0466114112728346,0,0.0126582278481013,0.0126582278481013
"gamma-glutamylcysteine synthetase deficiency",NA,NA,NA,1,0.0465966280786472,0.0465966280786472,0,0.0126582278481013,0.0126582278481013
"recurrent infections associated with rare immunoglobulin isotypes deficiency",NA,NA,NA,1,0.0463674885687427,0.0463674885687427,0,0.0126582278481013,0.0126582278481013
"hemoglobin H disease",NA,NA,NA,1,0.0463231389861805,0.0463231389861805,0,0.0126582278481013,0.0126582278481013
"diaphragm disorder",NA,NA,NA,1,0.0460629719866243,0.0460629719866243,0,0.0126582278481013,0.0126582278481013
"Primary ciliary dyskinesia - retinitis pigmentosa",NA,NA,NA,1,0.0460200835053391,0.0460200835053391,0,0.0126582278481013,0.0126582278481013
"periodic fever syndrome",NA,NA,NA,1,0.0459911704709358,0.0459911704709358,0,0.0126582278481013,0.0126582278481013
"agammaglobulinemia 7, autosomal recessive",NA,NA,NA,1,0.0458944263547463,0.0458944263547463,0,0.0126582278481013,0.0126582278481013
"aortic aneurysm, familial thoracic 7",NA,NA,NA,1,0.0458722515634652,0.0458722515634652,0,0.0126582278481013,0.0126582278481013
"Rare genetic vascular disease",NA,NA,NA,1,0.0458722515634652,0.0458722515634652,0,0.0126582278481013,0.0126582278481013
"cryptosporidiosis-chronic cholangitis-liver disease syndrome",NA,NA,NA,1,0.0458574683692778,0.0458574683692778,0,0.0126582278481013,0.0126582278481013
"Cryptosporidiosis - chronic cholangitis - liver disease",NA,NA,NA,1,0.0458574683692778,0.0458574683692778,0,0.0126582278481013,0.0126582278481013
"Severe combined immunodeficiency due to adenosine deaminase deficiency",NA,NA,NA,1,0.045827901980903,0.045827901980903,0,0.0126582278481013,0.0126582278481013
"cytomegalovirus infection",NA,NA,NA,1,0.0456560473484746,0.0456560473484746,0,0.0126582278481013,0.0126582278481013
"familial hyperaldosteronism type II",NA,NA,NA,1,0.0456431120535607,0.0456431120535607,0,0.0126582278481013,0.0126582278481013
"occult macular dystrophy",NA,NA,NA,1,0.0456431120535607,0.0456431120535607,0,0.0126582278481013,0.0126582278481013
"thrombocytopenia with congenital dyserythropoietic anemia",NA,NA,NA,1,0.0454749532196791,0.0454749532196791,0,0.0126582278481013,0.0126582278481013
"hemolytic anemia due to pyrimidine 5' nucleotidase deficiency",NA,NA,NA,1,0.0454509305291246,0.0454509305291246,0,0.0126582278481013,0.0126582278481013
"X-linked osteoporosis with fractures",NA,NA,NA,1,0.0450370010918778,0.0450370010918778,0,0.0126582278481013,0.0126582278481013
"vitelliform macular dystrophy 4",NA,NA,NA,1,0.0450222178976904,0.0450222178976904,0,0.0126582278481013,0.0126582278481013
"elliptocytosis 2",NA,NA,NA,1,0.0448669943587228,0.0448669943587228,0,0.0126582278481013,0.0126582278481013
"hemolytic anemia due to erythrocyte adenosine deaminase overproduction",NA,NA,NA,1,0.0448522111645354,0.0448522111645354,0,0.0126582278481013,0.0126582278481013
"growth hormone-secreting pituitary adenoma",NA,NA,NA,1,0.0447064324440764,0.0447064324440764,0,0.0126582278481013,0.0126582278481013
"familial isolated pituitary adenoma",NA,NA,NA,1,0.0447064324440764,0.0447064324440764,0,0.0126582278481013,0.0126582278481013
"thyroid hormone metabolism, abnormal, 2",NA,NA,NA,1,0.0444308901301948,0.0444308901301948,0,0.0126582278481013,0.0126582278481013
"immunodeficiency 67",NA,NA,NA,1,0.0443939321447264,0.0443939321447264,0,0.0126582278481013,0.0126582278481013
"oculodental syndrome, Rutherfurd type",NA,NA,NA,1,0.0443883884469061,0.0443883884469061,0,0.0126582278481013,0.0126582278481013
"hypoalphalipoproteinemia, primary, 1",NA,NA,NA,1,0.0442165338144777,0.0442165338144777,0,0.0126582278481013,0.0126582278481013
"apolipoprotein A-I deficiency",NA,NA,NA,1,0.0442165338144777,0.0442165338144777,0,0.0126582278481013,0.0126582278481013
"blue diaper syndrome",NA,NA,NA,1,0.0441721842319156,0.0441721842319156,0,0.0126582278481013,0.0126582278481013
"hypercholesterolemia, autosomal dominant, 3",NA,NA,NA,1,0.0441278346493534,0.0441278346493534,0,0.0126582278481013,0.0126582278481013
"Griscelli disease",NA,NA,NA,1,0.0439485884198313,0.0439485884198313,0,0.0126582278481013,0.0126582278481013
"Obesity due to MC3R deficiency",NA,NA,NA,1,0.04392086993073,0.04392086993073,0,0.0126582278481013,0.0126582278481013
"renal-hepatic-pancreatic dysplasia",NA,NA,NA,1,0.04378597328377,0.04378597328377,0,0.0126582278481013,0.0126582278481013
"aneurysm, intracranial berry, 12",NA,NA,NA,1,0.0436104228527948,0.0436104228527948,0,0.0126582278481013,0.0126582278481013
"Rotor syndrome",NA,NA,NA,1,0.0433517169545155,0.0433517169545155,0,0.0126582278481013,0.0126582278481013
"46,XX disorder of sex development - anorectal anomalies",NA,NA,NA,1,0.0433221505661407,0.0433221505661407,0,0.0126582278481013,0.0126582278481013
"thrombocythemia 1",NA,NA,NA,1,0.0432482345952038,0.0432482345952038,0,0.0126582278481013,0.0126582278481013
"pyknoachondrogenesis",NA,NA,NA,1,0.0429895286969245,0.0429895286969245,0,0.0126582278481013,0.0126582278481013
"abscess",NA,NA,NA,1,0.0428793051301275,0.0428793051301275,0,0.0126582278481013,0.0126582278481013
"cellulitis",NA,NA,NA,1,0.0428793051301275,0.0428793051301275,0,0.0126582278481013,0.0126582278481013
"combined low LDL and fibrinogen",NA,NA,NA,1,0.0427825639783011,0.0427825639783011,0,0.0126582278481013,0.0126582278481013
"immunodeficiency 60",NA,NA,NA,1,0.0426273404393335,0.0426273404393335,0,0.0126582278481013,0.0126582278481013
"Sorsby fundus dystrophy",NA,NA,NA,1,0.0424869000945533,0.0424869000945533,0,0.0126582278481013,0.0126582278481013
"pulmonary alveolar microlithiasis",NA,NA,NA,1,0.0424869000945533,0.0424869000945533,0,0.0126582278481013,0.0126582278481013
"autoinflammation-PLCG2-associated antibody deficiency-immune dysregulation",NA,NA,NA,1,0.0422651521817425,0.0422651521817425,0,0.0126582278481013,0.0126582278481013
"PLCG2-associated antibody deficiency and immune dysregulation",NA,NA,NA,1,0.0422651521817425,0.0422651521817425,0,0.0126582278481013,0.0126582278481013
"methylmalonic acidemia due to transcobalamin receptor defect",NA,NA,NA,1,0.0422060194049929,0.0422060194049929,0,0.0126582278481013,0.0126582278481013
"Methylmalonic aciduria due to transcobalamin receptor defect",NA,NA,NA,1,0.0422060194049929,0.0422060194049929,0,0.0126582278481013,0.0126582278481013
"hemolytic anemia due to glutathione reductase deficiency",NA,NA,NA,1,0.0421838446137119,0.0421838446137119,0,0.0126582278481013,0.0126582278481013
"immunodeficiency 70",NA,NA,NA,1,0.0421542782253371,0.0421542782253371,0,0.0126582278481013,0.0126582278481013
"immunodeficiency 14b, autosomal recessive",NA,NA,NA,1,0.0421394950311497,0.0421394950311497,0,0.0126582278481013,0.0126582278481013
"temporomandibular joint disorder",NA,NA,NA,1,0.0420949052831508,0.0420949052831508,0,0.0126582278481013,0.0126582278481013
"cholestasis, progressive familial intrahepatic, 11",NA,NA,NA,1,0.0419990546863695,0.0419990546863695,0,0.0126582278481013,0.0126582278481013
"FTH1-related iron overload",NA,NA,NA,1,0.0419325303125263,0.0419325303125263,0,0.0126582278481013,0.0126582278481013
"glycogen storage disease VI",NA,NA,NA,1,0.0417255655939028,0.0417255655939028,0,0.0126582278481013,0.0126582278481013
"melorheostosis",NA,NA,NA,1,0.0416294748316848,0.0416294748316848,0,0.0126582278481013,0.0126582278481013
"monocytopenia with susceptibility to infections",NA,NA,NA,1,0.0415629504578416,0.0415629504578416,0,0.0126582278481013,0.0126582278481013
"congenital heart defects, multiple types, 7",NA,NA,NA,1,0.0411785874089695,0.0411785874089695,0,0.0126582278481013,0.0126582278481013
"osteomesopyknosis",NA,NA,NA,1,0.0410159722729082,0.0410159722729082,0,0.0126582278481013,0.0126582278481013
"Liddle syndrome 1",NA,NA,NA,1,0.0406390008211298,0.0406390008211298,0,0.0126582278481013,0.0126582278481013
"Glanzmann thrombasthenia 1",NA,NA,NA,1,0.0406020428356613,0.0406020428356613,0,0.0126582278481013,0.0126582278481013
"immunodeficiency 57",NA,NA,NA,1,0.0405429100589118,0.0405429100589118,0,0.0126582278481013,0.0126582278481013
"dimethylglycine dehydrogenase deficiency",NA,NA,NA,1,0.0402989873548199,0.0402989873548199,0,0.0126582278481013,0.0126582278481013
"escherichia coli infection",NA,NA,NA,1,0.0402842041606325,0.0402842041606325,0,0.0126582278481013,0.0126582278481013
"histidinemia",NA,NA,NA,1,0.0402028965926019,0.0402028965926019,0,0.0126582278481013,0.0126582278481013
"neuromyelitis optica",NA,NA,NA,1,0.040078882019141,0.040078882019141,0,0.0126582278481013,0.0126582278481013
"hyperaldosteronism, familial, type IV",NA,NA,NA,1,0.0398924495146667,0.0398924495146667,0,0.0126582278481013,0.0126582278481013
"visceral myopathy 2",NA,NA,NA,1,0.0398259251408235,0.0398259251408235,0,0.0126582278481013,0.0126582278481013
"autoimmune lymphoproliferative syndrome type 4",NA,NA,NA,1,0.0397372259756991,0.0397372259756991,0,0.0126582278481013,0.0126582278481013
"RAS-associated autoimmune leukoproliferative disease",NA,NA,NA,1,0.0397372259756991,0.0397372259756991,0,0.0126582278481013,0.0126582278481013
"hypercholesterolemia, autosomal dominant, type B",NA,NA,NA,1,0.0396780931989496,0.0396780931989496,0,0.0126582278481013,0.0126582278481013
"Hyperlipoproteinemia type 4",NA,NA,NA,1,0.0395376528541694,0.0395376528541694,0,0.0126582278481013,0.0126582278481013
"combined immunodeficiency due to moesin deficiency",NA,NA,NA,1,0.0393898209122955,0.0393898209122955,0,0.0126582278481013,0.0126582278481013
