ENSG00000198763,RP11-680F8.1,,ENSG00000175766,,
ENSG00000223519,ENSG00000281988,,RP5-983L19.2,,
ENSG00000198513,ENSG00000012171,,ENSG00000131095,,
ENSG00000151023,ENSG00000155269,,ENSG00000150893,,
ENSG00000082781,ENSG00000163873,,AL450307.1,,
ENSG00000267680,ENSG00000011083,,ENSG00000277069,,
ENSG00000163735,ENSG00000158258,,ENSG00000185915,,
LIMS3_2,ENSG00000186998,,ENSG00000279688,,
ENSG00000203965,AL359195.1,,ENSG00000119227,,
ENSG00000171492,ENSG00000131059,,ENSG00000164627,,
ENSG00000066697,ENSG00000164742,,ENSG00000175189,,
ENSG00000198712,ENSG00000146147,,ENSG00000102996,,
ENSG00000180914,ENSG00000105523,,ENSG00000182156,,
ENSG00000230514,ENSG00000167741,,ENSG00000158055,,
ENSG00000163430,ENSG00000129514,,C15ORF59,,
ENSG00000198886,ENSG00000132164,,ENSG00000175513,,
ENSG00000198840,ENSG00000158014,,ENSG00000146648,,
CTD-2336O2.1,ENSG00000057593,,ENSG00000177614,,
ENSG00000113924,RP11-404K5.2,,AC097374.2,,
ENSG00000271043,ENSG00000158445,,ENSG00000182459,,
ENSG00000148498,ENSG00000131183,,ENSG00000141314,,
RP11-184E9.1,ENSG00000103260,,ENSG00000238002,,
ENSG00000138735,ENSG00000106113,,ENSG00000163497,,
ENSG00000198727,ENSG00000153902,,RP11-231E4.2,,
ENSG00000198938,ENSG00000091536,,ENSG00000167676,,
ENSG00000198786,ENSG00000283085,,ENSG00000002726,,
RP11-678G14.3,ENSG00000069812,,ENSG00000152822,,
RP11-135J2.4,ENSG00000169885,,ENSG00000070748,,
ENSG00000236017,DUSP27,,ENSG00000170775,,
RP11-885N19.6,ENSG00000078900,,ENSG00000284923,,
ENSG00000106484,ENSG00000118160,,ENSG00000187902,,
RP3-449O17.1,ENSG00000103742,,ENSG00000109851,,
FAM179B,ENSG00000168065,,ENSG00000170482,,
RP1-69D17.4,ENSG00000121053,,ENSG00000163879,,
RP11-867O8.5,ENSG00000124449,,ENSG00000197446,,
ENSG00000101888,ENSG00000219607,,ENSG00000129451,,
ENSG00000163116,ENSG00000108684,,ENSG00000131697,,
ENSG00000150681,ENSG00000179292,,ENSG00000128165,,
ENSG00000282813,ENSG00000164007,,CCDC155,,
ENSG00000101335,ENSG00000104848,,ENSG00000162399,,
ENSG00000205038,ENSG00000068078,,ENSG00000243766,,
ENSG00000054793,ENSG00000075891,,ENSG00000121075,,
ENSG00000072422,ENSG00000075035,,ENSG00000276838,,
RP11-274B21.1,ENSG00000184363,,ENSG00000109501,,
ENSG00000072042,ENSG00000152292,,ENSG00000161647,,
ENSG00000112697,ENSG00000171873,,ENSG00000230246,,
ENSG00000064601,CCDC129,,ENSG00000100302,,
ENSG00000166432,ENSG00000168676,,ENSG00000089356,,
ENSG00000213904,ENSG00000276876,,ENSG00000056487,,
ENSG00000198695,RP11-503N18.1,,ENSG00000112309,,
TMEM55A,ENSG00000187634,,ENSG00000205913,,
ENSG00000185052,ENSG00000129990,,ENSG00000263296,,
ENSG00000156642,ENSG00000050555,,ENSG00000036530,,
RP11-501J20.5,RP11-380J14.1,,ENSG00000130307,,
ENSG00000152683,RP11-766F14.2,,ENSG00000182218,,
AC012507.4,ENSG00000168878,,ENSG00000236435,,
RP1-240B8.3,ENSG00000111432,,ENSG00000288269,,
ENSG00000213131,CTD-2314G24.2,,ENSG00000172935,,
ENSG00000113356,RP11-24M17.5,,ENSG00000138193,,
ENSG00000137801,ENSG00000139767,,ENSG00000081277,,
ENSG00000156265,ENSG00000150281,,ENSG00000164638,,
ENSG00000197415,ENSG00000078295,,AF121897.4,,
ENSG00000229754,ENSG00000048545,,ENSG00000183798,,
ENSG00000115290,RP11-10N16.2,,ENSG00000187860,,
ENSG00000010278,ENSG00000198807,,RP3-468B3.2,,
ENSG00000109272,ENSG00000099814,,ENSG00000186847,,
ENSG00000163736,CTD-3220F14.1,,ENSG00000152475,,
ENSG00000233614,ENSG00000177992,,ENSG00000171680,,
SETD5-AS1,RP11-386B13.4,,ENSG00000101463,,
ENSG00000163737,ENSG00000132854,,ENSG00000168348,,
ENSG00000122643,ENSG00000104967,,ENSG00000123572,,
ENSG00000143951,ENSG00000131771,,ENSG00000148357,,
ENSG00000103335,ENSG00000156113,,ENSG00000276046,,
ENSG00000258890,ENSG00000064195,,ENSG00000260139,,
ENSG00000168216,ENSG00000163485,,ENSG00000166016,,
ENSG00000069509,ENSG00000172350,,ENSG00000173898,,
SDPR,ENSG00000171631,,ENSG00000177103,,
ENSG00000237296,ENSG00000133878,,RP11-713P17.3,,
ENSG00000135926,ENSG00000280409,,ENSG00000115488,,
ENSG00000183621,ENSG00000162006,,ENSG00000213937,,
ENSG00000177119,ENSG00000234438,,ENSG00000074410,,
ITGB3_1,ENSG00000101098,,ENSG00000181143,,
ENSG00000198804,ENSG00000183579,,ENSG00000134207,,
ENSG00000100532,ENSG00000179023,,ENSG00000105143,,
ENSG00000101856,ENSG00000268869,,ENSG00000198732,,
RP11-299J3.8,ENSG00000170477,,ENSG00000099957,,
5-Sep,ENSG00000173546,,ENSG00000275571,,
ENSG00000117569,ENSG00000277015,,RP11-211G23.1,,
ENSG00000178852,ENSG00000243137,,ENSG00000121270,,
ENSG00000138798,ENSG00000146005,,LL22NC01-81G9.3,,
ENSG00000111196,ENSG00000155890,,ENSG00000281857,,
ENSG00000151725,ENSG00000197651,,AC018685.2,,
CTD-2547E10.3,C1ORF65,,C2ORF54,,
ENSG00000005961,ENSG00000224940,,ENSG00000072832,,
ENSG00000181804,ENSG00000070886,,ENSG00000187997,,
ENSG00000197776,AC114776.3,,ENSG00000117215,,
ENSG00000166086,ENSG00000135312,,ENSG00000165066,,
ENSG00000003436,ENSG00000120149,,ENSG00000144810,,
ENSG00000041353,ENSG00000169604,,CTD-3193O13.9,,
ENSG00000183785,ENSG00000171956,,ENSG00000166828,,
ENSG00000079482,C2ORF71,,ENSG00000089692,,
RP11-98J23.2,RP11-329B9.1,,ENSG00000169213,,
ENSG00000113140,ENSG00000176678,,ENSG00000250510,,
ENSG00000198948,ENSG00000282508,,ENSG00000120332,,
ENSG00000059804,RP11-70F11.11,,ENSG00000008196,,
ENSG00000147394,ENSG00000105428,,ENSG00000164626,,
ENSG00000276452,CTC-338M12.9,,ENSG00000136918,,
ENSG00000124406,ENSG00000233395,,ENSG00000232117,,
ENSG00000086712,ENSG00000183114,,ENSG00000278195,,
ENSG00000120885,ENSG00000149927,,ENSG00000144671,,
ENSG00000245532,ENSG00000128683,,ENSG00000278570,,
ENSG00000162366,RP11-280K24.4,,ENSG00000108813,,
ENSG00000163046,ENSG00000142515,,ENSG00000142733,,
DOPEY1,ENSG00000165643,,ENSG00000152578,,
ENSG00000162959,ENSG00000125492,,ENSG00000135476,,
ENSG00000204611,ENSG00000157087,,ENSG00000178645,,
ENSG00000183726,ENSG00000196090,,ENSG00000102924,,
ENSG00000249992,ENSG00000105613,,ENSG00000163207,,
ENSG00000164181,ENSG00000163499,,ENSG00000184185,,
ENSG00000154146,ENSG00000283059,,ENSG00000281459,,
ENSG00000101162,ENSG00000185479,,ENSG00000160202,,
ENSG00000130958,ENSG00000105552,,ENSG00000170382,,
LINC00152,ENSG00000126266,,ENSG00000105376,,
ENSG00000256618,ENSG00000169184,,ENSG00000188984,,
ENSG00000243336,AC012507.3,,ENSG00000104953,,
ENSG00000169490,ENSG00000196273,,ENSG00000107821,,
ENSG00000148484,ENSG00000104722,,AL360004.1,,
ENSG00000140479,ENSG00000159784,,C16ORF59,,
ENSG00000187699,ENSG00000214553,,ENSG00000258609,,
ENSG00000206560,ENSG00000170577,,ENSG00000114019,,
ENSG00000284260,ENSG00000119547,,ENSG00000240990,,
ENSG00000269028,ENSG00000156218,,ENSG00000182836,,
ENSG00000095303,PRR21,,PRR25,,
ENSG00000245164,ENSG00000174945,,ENSG00000187486,,
ENSG00000164292,ENSG00000165816,,AC114788.2,,
ENSG00000227165,ENSG00000106852,,ENSG00000145626,,
ENSG00000236875,ENSG00000180422,,ENSG00000119614,,
ENSG00000158457,ENSG00000235788,,ENSG00000131668,,
ENSG00000181104,ENSG00000225493,,ENSG00000142677,,
ENSG00000185245,ENSG00000113739,,C2ORF82,,
ZNF542,RP4-758J18.10,,ENSG00000015520,,
ENSG00000102804,ENSG00000178919,,ENSG00000262874,,
ENSG00000111644,ENSG00000223573,,ENSG00000115155,,
ENSG00000151789,ENSG00000183317,,ENSG00000187583,,
AC092299.7,C3ORF72,,ENSG00000270885,,
ENSG00000229124,ENSG00000125813,,ENSG00000197616,,
ENSG00000274233,ENSG00000102935,,ENSG00000104888,,
ENSG00000205542,ENSG00000158816,,ENSG00000205086,,
ENSG00000144677,ENSG00000100593,,ENSG00000175093,,
ENSG00000125257,ENSG00000176692,,ENSG00000285468,,
ENSG00000174501,ENSG00000064270,,ENSG00000175084,,
ENSG00000104267,ENSG00000049283,,ENSG00000002079,,
ENSG00000273686,BAI2,,ENSG00000137648,,
ENSG00000276141,ENSG00000080709,,ENSG00000148680,,
ENSG00000111785,ENSG00000140107,,ENSG00000281305,,
ENSG00000108960,RP11-139I14.2,,CD3EAP,,
ENSG00000050393,ENSG00000169169,,ZNF668_1,,
PTPLAD2,ENSG00000167889,,ENSG00000233450,,
ENSG00000197969,ENSG00000088367,,RP11-740C1.2,,
TARSL2,ENSG00000124006,,ENSG00000088899,,
ENSG00000143353,ENSG00000107147,,ENSG00000281935,,
ENSG00000119684,ENSG00000103546,,ENSG00000188338,,
ENSG00000125952,ENSG00000188263,,ENSG00000185133,,
ENSG00000143995,ENSG00000116032,,ENSG00000080823,,
ENSG00000124491,ENSG00000109610,,SOGA2,,
ENSG00000116678,ENSG00000102539,,ENSG00000173641,,
ENSG00000263247,ENSG00000171246,,ENSG00000140254,,
ENSG00000144893,H2AFY2,,RP11-84A19.2,,
ENSG00000136231,ENSG00000183090,,ENSG00000080644,,
ENSG00000116711,RP11-467N20.5,,AC087499.7,,
ENSG00000274611,ENSG00000276971,,ENSG00000175793,,
ENSG00000127920,ENSG00000158163,,FAM205B,,
ENSG00000121964,AC116050.1,,ENSG00000174038,,
ENSG00000184500,ENSG00000148053,,ENSG00000138162,,
ENSG00000288401,ENSG00000162592,,ENSG00000266433,,
ENSG00000114107,ENSG00000165238,,ENSG00000150873,,
ENSG00000174842,ENSG00000161509,,ENSG00000160345,,
RP3-523C21.2,ENSG00000154529,,ENSG00000070526,,
RP11-298I3.1,ENSG00000167588,,ENSG00000196208,,
ENSG00000213658,RP5-1063M23.2,,ENSG00000184985,,
ENSG00000150637,ENSG00000110786,,ENSG00000185960,,
ENSG00000173852,ENSG00000166105,,RP11-797H7.3,,
ENSG00000160190,ENSG00000231419,,ENSG00000171574,,
ENSG00000106868,ENSG00000119946,,AC062028.1,,
RP11-195C7.1,ENSG00000173175,,ENSG00000128482,,
ENSG00000065060,ENSG00000162494,,LL22NC03-63E9.3,,
ENSG00000068796,RP11-231P20.2,,RP5-896L10.1,,
ENSG00000100181,ENSG00000092445,,RP11-307C19.1,,
C9ORF41,ENSG00000115648,,RP11-428P16.2,,
ENSG00000177324,ENSG00000169436,,TBC1D29,,
ENSG00000107438,ENSG00000158748,,ENSG00000174951,,
ENSG00000132950,ENSG00000134438,,ENSG00000167487,,
ENSG00000111711,ENSG00000128564,,AC074117.10,,
HIST1H2AC,ENSG00000142279,,ENSG00000184224,,
ENSG00000197959,ENSG00000009830,,ENSG00000177807,,
GUCY1B3,ENSG00000064300,,ENSG00000188176,,
AP001189.4,ENSG00000123191,,CXXC11,,
ENSG00000127831,ENSG00000165124,,ENSG00000175866,,
ENSG00000174175,C12ORF68,,ENSG00000137809,,
ENSG00000136156,ENSG00000074047,,ENSG00000148156,,
ENSG00000145348,ENSG00000016082,,ENSG00000277414,,
ENSG00000153933,ENSG00000144908,,ENSG00000188937,,
ENSG00000049323,ENSG00000156345,,ENSG00000104951,,
ENSG00000163281,ADC,,ENSG00000162631,,
ENSG00000007341,ENSG00000283099,,ENSG00000143632,,
ENSG00000228474,ENSG00000226650,,ENSG00000189375,,
ENSG00000102265,ENSG00000144339,,ENSG00000182902,,
ENSG00000071205,ENSG00000007372,,ENSG00000114270,,
ENSG00000149218,ENSG00000104899,,ENSG00000167291,,
ENSG00000196459,ENSG00000164438,,ENSG00000198794,,
ENSG00000125037,ENSG00000198576,,CTD-2536I1.1,,
ENSG00000167553,ENSG00000159450,,CTD-2313J23.1,,
2-Mar,ENSG00000156564,,ENSG00000163040,,
ENSG00000198168,ENSG00000276194,,ENSG00000126337,,
ENSG00000145431,ENSG00000159307,,ENSG00000169717,,
ENSG00000284096,ENSG00000149451,,ENSG00000262607,,
ENSG00000188352,ENSG00000189001,,ENSG00000146674,,
ENSG00000198478,ENSG00000178171,,ENSG00000178243,,
BZRAP1-AS1,ENSG00000170442,,ENSG00000221845,,
ENSG00000136731,ENSG00000172061,,ENSG00000186862,,
ENSG00000134851,ENSG00000106633,,ENSG00000141527,,
ENSG00000162852,ENSG00000168487,,ENSG00000115596,,
ENSG00000109572,ENSG00000250208,,ENSG00000220785,,
ENSG00000197563,ENSG00000164920,,ENSG00000153930,,
ENSG00000089820,ENSG00000159173,,ENSG00000197322,,
ENSG00000111817,RP11-1094H24.4,,ENSG00000142661,,
ENSG00000070190,ENSG00000175766,,ENSG00000152315,,
ENSG00000087206,ENSG00000179044,,ENSG00000280479,,
ENSG00000110013,RP11-310E22.4,,RP11-564D11.3,,
ENSG00000115392,CTD-2281E23.3,,U82695.5,,
ENSG00000166340,RP5-983L19.2,,ENSG00000185739,,
ENSG00000174456,ENSG00000174697,,ENSG00000175287,,
ENSG00000129562,ENSG00000107518,,RP11-1008C21.2,,
ENSG00000276458,10-Mar,,RP11-744K17.9,,
ENSG00000119801,ENSG00000188763,,ENSG00000206538,,
ENSG00000100387,ENSG00000188130,,ENSG00000224596,,
ZNF271,ENSG00000113196,,ENSG00000162738,,
HIST2H2BE,ENSG00000274209,,ENSG00000135253,,
ENSG00000165702,ENSG00000198390,,ENSG00000092067,,
ENSG00000205309,KIAA1644,,ENSG00000239887,,
ENSG00000116138,ENSG00000155897,,FAM132B,,
NGFRAP1,ENSG00000173227,,ENSG00000175985,,
ENSG00000183878,RP11-182J1.14,,ENSG00000144191,,
ENSG00000078668,ENSG00000107731,,ENSG00000183421,,
ENSG00000224660,ENSG00000125798,,ENSG00000104863,,
ENSG00000125863,RP11-43F13.3,,ENSG00000158220,,
ENSG00000140678,ENSG00000165495,,ENSG00000151640,,
ENSG00000100351,ENSG00000131095,,HSA-MIR-7162,,
ENSG00000144468,LINC00982,,AC145110.1,,
ENSG00000123739,ENSG00000150893,,ENSG00000116353,,
ENSG00000121766,RP11-567M16.1,,ENSG00000130477,,
ENSG00000023697,ENSG00000154134,,ENSG00000125434,,
ENSG00000103769,AL450307.1,,ENSG00000180875,,
ENSG00000165476,ENSG00000169515,,ENSG00000186529,,
ENSG00000166321,ENSG00000109758,,ENSG00000204934,,
ENSG00000127314,ENSG00000183873,,KIAA1324,,
ENSG00000169756,ENSG00000008300,,ENSG00000196189,,
ENSG00000115652,ENSG00000215910,,ENSG00000172346,,
ENSG00000158710,ENSG00000248809,,ENSG00000153404,,
ENSG00000035403,ENSG00000174885,,ENSG00000114757,,
ENSG00000204130,ENSG00000165370,,ENSG00000124140,,
ENSG00000145996,ENSG00000277069,,C1ORF172,,
ENSG00000129128,ENSG00000138136,,ENSG00000037280,,
ENSG00000133318,ENSG00000188112,,ENSG00000174502,,
ENSG00000169891,ENSG00000184507,,ENSG00000221866,,
ENSG00000275035,ENSG00000112562,,ENSG00000242173,,
ENSG00000126903,ENSG00000186094,,RP11-802E16.3,,
ENSG00000198586,ENSG00000165868,,ENSG00000185664,,
ENSG00000151422,CTD-3065J16.6,,ENSG00000130529,,
ENSG00000088826,ENSG00000204661,,ENSG00000198331,,
ENSG00000125971,ENSG00000283022,,ENSG00000125804,,
ENSG00000115758,ENSG00000185915,,ENSG00000171169,,
ENSG00000146376,ENSG00000279688,,ENSG00000056291,,
ENSG00000151693,ENSG00000119227,,ENSG00000180720,,
ENSG00000169621,ENSG00000074181,,ENSG00000179284,,
ENSG00000116668,ENSG00000164627,,ENSG00000205899,,
ENSG00000122862,ENSG00000249375,,ENSG00000129646,,
ENSG00000122779,ENSG00000187323,,ENSG00000283802,,
ENSG00000132383,ENSG00000175189,,AC068134.6,,
ENSG00000002586,ENSG00000102996,,ENSG00000134640,,
ENSG00000075151,AC133785.1,,ENSG00000124678,,
ENSG00000149177,ENSG00000182156,,ENSG00000129932,,
ENSG00000131725,ENSG00000188783,,ENSG00000153820,,
ENSG00000156639,ENSG00000262152,,ENSG00000101049,,
C6ORF25,ENSG00000158055,,ENSG00000168367,,
ENSG00000006652,ENSG00000288195,,AC104057.1,,
